evaluation,mae
2.000000000000000000e+00,2.709478112757206070e+00
1.000000000000000000e+01,2.723725579679012299e+00
2.000000000000000000e+01,2.611317610740661710e+00
3.000000000000000000e+01,3.224050521850586049e-01
4.000000000000000000e+01,3.723702430725097656e-01
5.000000000000000000e+01,1.324454879760742221e-01
6.000000000000000000e+01,9.873950004577636275e-02
7.000000000000000000e+01,9.770992279052734264e-02
8.000000000000000000e+01,7.875638008117676059e-02
9.000000000000000000e+01,8.639944076538086382e-02
1.000000000000000000e+02,5.598868370056152288e-02
