evaluation,mae
2.000000000000000000e+00,1.583606737256050057e+00
1.000000000000000000e+01,9.218734645843505993e-01
2.000000000000000000e+01,5.890753865242004395e-01
3.000000000000000000e+01,4.246040058135986395e-01
4.000000000000000000e+01,3.849527668952941739e-01
5.000000000000000000e+01,3.794856977462768288e-01
6.000000000000000000e+01,3.773480153083801358e-01
7.000000000000000000e+01,3.610815978050231911e-01
8.000000000000000000e+01,3.183907985687255970e-01
9.000000000000000000e+01,3.185494303703307883e-01
1.000000000000000000e+02,3.448237228393554732e-01
