evaluation,mae
2.000000000000000000e+00,2.270908652693033325e+00
1.000000000000000000e+01,1.727518451213836626e+00
2.000000000000000000e+01,1.272858376502990829e+00
3.000000000000000000e+01,5.868279409408568847e-01
4.000000000000000000e+01,3.152444386482238792e-01
5.000000000000000000e+01,1.504983162879943714e-01
6.000000000000000000e+01,1.574211192131042547e-01
7.000000000000000000e+01,1.635063624382019076e-01
8.000000000000000000e+01,1.560103464126586792e-01
9.000000000000000000e+01,1.521162128448486361e-01
1.000000000000000000e+02,1.508581781387329235e-01
