controllable,controllable,controllable,controllable,controllable,dynamic,output
6.044413010836636735e-01,8.334427679574146763e-01,7.487550930166182450e-01,7.713523087001056266e-01,1.591257079854044854e-01,1.406374566715229424e-02,1.071106051761159250e+00
4.239642024040222168e-01,3.452228754758834839e-02,4.291598126292228699e-02,1.536242216825485229e-01,9.713398814201354980e-01,0.000000000000000000e+00,5.764997005462646484e-02
6.651393771171569824e-01,7.857812643051147461e-01,7.447658777236938477e-01,8.146287798881530762e-01,1.598206162452697754e-01,0.000000000000000000e+00,6.353650689125061035e-01
2.814353406429290771e-01,1.000000000000000000e+00,7.700478434562683105e-01,5.411431789398193359e-01,1.554064601659774780e-01,0.000000000000000000e+00,1.945420861244201660e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.022449553012847900e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.651400327682495117e-02,-3.759941458702087402e-02
8.291942626237869263e-02,1.000000000000000000e+00,8.253248333930969238e-01,4.323054552078247070e-01,8.250615000724792480e-02,3.435695171356201172e-02,4.387043416500091553e-01
2.619900107383728027e-01,1.000000000000000000e+00,7.616782784461975098e-01,5.197373628616333008e-01,1.711031496524810791e-01,4.671453684568405151e-02,1.973331928253173828e+00
3.577345311641693115e-01,1.000000000000000000e+00,7.444753050804138184e-01,5.795415639877319336e-01,1.904278099536895752e-01,7.090952992439270020e-02,2.674040794372558594e+00
3.824048042297363281e-01,1.000000000000000000e+00,7.165539860725402832e-01,5.770213603973388672e-01,2.341826856136322021e-01,5.628108233213424683e-02,2.677132129669189453e+00
4.003627896308898926e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.266232699155807495e-02,4.747615754604339600e-01
3.915595114231109619e-01,1.000000000000000000e+00,7.325289845466613770e-01,2.443679869174957275e-01,1.765778660774230957e-01,8.832888305187225342e-02,9.195640683174133301e-01
3.705932796001434326e-01,1.000000000000000000e+00,7.307708859443664551e-01,6.238293051719665527e-01,2.169017940759658813e-01,4.613998904824256897e-02,2.634854078292846680e+00
4.014650881290435791e-01,1.000000000000000000e+00,7.314156889915466309e-01,5.689474940299987793e-01,2.435187622904777527e-02,7.353438436985015869e-02,2.759246826171875000e+00
4.378754198551177979e-01,1.000000000000000000e+00,7.339290976524353027e-01,5.726858377456665039e-01,1.000000000000000000e+00,6.268065422773361206e-02,2.624121904373168945e+00
3.837900459766387939e-01,7.557588815689086914e-01,7.306616902351379395e-01,5.684596300125122070e-01,0.000000000000000000e+00,1.113082766532897949e-01,2.601294040679931641e+00
3.772196471691131592e-01,1.000000000000000000e+00,7.306640744209289551e-01,5.664017200469970703e-01,0.000000000000000000e+00,1.075024604797363281e-01,2.682802677154541016e+00
9.161505699157714844e-01,1.000000000000000000e+00,7.302975654602050781e-01,5.880919098854064941e-01,0.000000000000000000e+00,6.125625967979431152e-02,1.644429862499237061e-01
4.139810800552368164e-01,1.000000000000000000e+00,7.351600527763366699e-01,5.849090814590454102e-01,0.000000000000000000e+00,4.035209491848945618e-02,2.829054355621337891e+00
4.003058969974517822e-01,1.000000000000000000e+00,7.359234690666198730e-01,5.565987229347229004e-01,0.000000000000000000e+00,4.329582303762435913e-02,2.889873743057250977e+00
4.489957690238952637e-01,1.000000000000000000e+00,7.535372376441955566e-01,5.134389400482177734e-01,0.000000000000000000e+00,7.724489271640777588e-02,2.546837329864501953e+00
1.800627857446670532e-01,1.000000000000000000e+00,6.765010952949523926e-01,5.192029476165771484e-01,0.000000000000000000e+00,1.179210245609283447e-01,1.118771433830261230e+00
4.143725037574768066e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.843191146850585938e-01,0.000000000000000000e+00,1.455098688602447510e-01,2.359389781951904297e+00
4.188066422939300537e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.926479697227478027e-01,0.000000000000000000e+00,1.306718885898590088e-01,2.569208860397338867e+00
4.075556695461273193e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.730471014976501465e-01,0.000000000000000000e+00,1.016812399029731750e-01,-4.958847910165786743e-02
4.137560725212097168e-01,9.000863432884216309e-01,5.718040466308593750e-01,5.801782011985778809e-01,0.000000000000000000e+00,6.563065201044082642e-02,3.119144678115844727e+00
4.159121513366699219e-01,8.821569085121154785e-01,5.227769017219543457e-01,5.726188421249389648e-01,0.000000000000000000e+00,5.677908658981323242e-02,3.174681901931762695e+00
4.089791774749755859e-01,8.716420531272888184e-01,4.487222135066986084e-01,5.409975647926330566e-01,0.000000000000000000e+00,6.852099299430847168e-02,3.108627557754516602e+00
4.075577855110168457e-01,8.664219975471496582e-01,4.170458018779754639e-01,5.967735052108764648e-01,0.000000000000000000e+00,1.096853613853454590e-01,2.849462509155273438e+00
4.700686037540435791e-01,8.069325089454650879e-01,1.000000000000000000e+00,5.342687368392944336e-01,0.000000000000000000e+00,1.082133948802947998e-01,2.496267795562744141e+00
3.600766360759735107e-01,8.712939620018005371e-01,1.000000000000000000e+00,5.038629174232482910e-01,0.000000000000000000e+00,1.311367899179458618e-01,2.736237287521362305e+00
9.733525663614273071e-02,5.011314153671264648e-01,9.722830653190612793e-01,8.139804601669311523e-01,5.210529565811157227e-01,1.521605551242828369e-01,7.612030953168869019e-02
9.976640343666076660e-01,9.785765409469604492e-02,2.623691856861114502e-01,6.193397939205169678e-02,8.729659318923950195e-01,1.629273593425750732e-01,9.343331912532448769e-04
3.111597597599029541e-01,5.721848607063293457e-01,9.305703043937683105e-01,3.242848515510559082e-01,3.037582933902740479e-01,1.549258679151535034e-01,6.109648346900939941e-01
9.901165962219238281e-01,3.398702666163444519e-02,7.233300805091857910e-02,9.202040433883666992e-01,5.188690423965454102e-01,1.105797961354255676e-01,1.402513384819030762e-01
3.896292448043823242e-01,8.695678114891052246e-01,1.000000000000000000e+00,5.584595799446105957e-01,1.000000000000000000e+00,9.696293622255325317e-02,2.756701946258544922e+00
3.977749049663543701e-01,8.764075636863708496e-01,1.000000000000000000e+00,5.599583387374877930e-01,0.000000000000000000e+00,7.057525962591171265e-02,3.085458517074584961e+00
4.114994406700134277e-01,8.715154528617858887e-01,5.776495933532714844e-01,5.633952617645263672e-01,0.000000000000000000e+00,3.276065737009048462e-02,3.190083265304565430e+00
4.132577478885650635e-01,8.738859295845031738e-01,6.125384569168090820e-01,5.637338161468505859e-01,0.000000000000000000e+00,3.043604083359241486e-02,3.125486373901367188e+00
3.847943544387817383e-01,8.686209917068481445e-01,0.000000000000000000e+00,5.473321676254272461e-01,0.000000000000000000e+00,6.900536268949508667e-02,2.911666154861450195e+00
8.207563161849975586e-01,9.731467366218566895e-01,9.769740104675292969e-01,5.882394686341285706e-02,6.002097129821777344e-01,8.385923504829406738e-02,-1.239022426307201385e-02
3.943425118923187256e-01,7.178338170051574707e-01,2.338724881410598755e-01,7.370063066482543945e-01,7.888557910919189453e-01,6.296311318874359131e-02,1.825696945190429688e+00
4.088280797004699707e-01,8.806338906288146973e-01,9.085183143615722656e-01,5.596737265586853027e-01,0.000000000000000000e+00,5.327191203832626343e-02,3.147376060485839844e+00
4.187788963317871094e-01,8.775275349617004395e-01,7.798598408699035645e-01,5.697554945945739746e-01,0.000000000000000000e+00,2.627743966877460480e-02,3.194867610931396484e+00
4.269280135631561279e-01,8.769989609718322754e-01,7.115280628204345703e-01,5.676574707031250000e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.188212633132934570e+00
4.192997217178344727e-01,8.801957964897155762e-01,8.812018632888793945e-01,5.695788264274597168e-01,0.000000000000000000e+00,1.194235985167324543e-03,2.989675045013427734e+00
4.329710602760314941e-01,8.736928105354309082e-01,2.109211236238479614e-01,5.666244029998779297e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.982583045959472656e+00
4.011726081371307373e-01,8.678318858146667480e-01,6.641245484352111816e-01,5.368000864982604980e-01,0.000000000000000000e+00,1.571623608469963074e-02,3.138596057891845703e+00
3.928188383579254150e-01,8.570315837860107422e-01,5.866609215736389160e-01,5.784675478935241699e-01,0.000000000000000000e+00,2.167269820347428322e-03,2.901647329330444336e+00
4.318710565567016602e-01,8.749862909317016602e-01,8.127236366271972656e-01,5.151906609535217285e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.852278709411621094e+00
4.443925321102142334e-01,8.811529874801635742e-01,1.000000000000000000e+00,6.113090515136718750e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.272385597229003906e+00
4.411398172378540039e-01,8.728525638580322266e-01,1.000000000000000000e+00,6.097957491874694824e-01,0.000000000000000000e+00,2.665917016565799713e-02,3.227006912231445312e+00
4.473054409027099609e-01,8.880076408386230469e-01,1.000000000000000000e+00,6.269380450248718262e-01,0.000000000000000000e+00,6.966298446059226990e-03,2.834545850753784180e+00
4.281364679336547852e-01,8.286599516868591309e-01,1.000000000000000000e+00,5.843026041984558105e-01,0.000000000000000000e+00,2.512912265956401825e-02,3.202609300613403320e+00
4.328030347824096680e-01,8.196654319763183594e-01,1.000000000000000000e+00,5.830472111701965332e-01,0.000000000000000000e+00,2.115346118807792664e-02,2.845189332962036133e+00
4.219246208667755127e-01,8.860682249069213867e-01,1.000000000000000000e+00,5.843712687492370605e-01,6.901688575744628906e-01,2.191290259361267090e-02,3.034627199172973633e+00
6.574081778526306152e-01,5.763492584228515625e-01,1.375002320855855942e-03,4.778975546360015869e-01,4.438002705574035645e-01,1.477284939028322697e-03,4.931805431842803955e-01
4.366978704929351807e-01,8.920256495475769043e-01,4.037024825811386108e-02,5.970302820205688477e-01,0.000000000000000000e+00,3.129595145583152771e-02,2.809496402740478516e+00
2.862028591334819794e-02,1.101202219724655151e-01,5.378819108009338379e-01,7.078101485967636108e-02,2.766438126564025879e-01,3.305217623710632324e-02,3.067544847726821899e-02
3.544484376907348633e-01,8.139013648033142090e-01,6.822482943534851074e-01,4.658860564231872559e-01,9.157024621963500977e-01,1.793982833623886108e-02,2.396533250808715820e+00
4.632617235183715820e-01,9.294587969779968262e-01,8.477582931518554688e-01,6.058452129364013672e-01,8.468800187110900879e-01,0.000000000000000000e+00,2.839538097381591797e+00
6.027036905288696289e-01,7.335116714239120483e-02,5.942044258117675781e-01,9.877821207046508789e-01,3.858323991298675537e-01,4.393107071518898010e-02,1.308778524398803711e-01
3.676628172397613525e-01,8.963379859924316406e-01,5.777538418769836426e-01,6.038877964019775391e-01,5.037059783935546875e-01,5.468897521495819092e-03,3.018216609954833984e+00
3.134903609752655029e-01,8.869551420211791992e-01,6.445327401161193848e-01,6.969797611236572266e-01,2.042307406663894653e-01,2.078330516815185547e-02,2.320909261703491211e+00
8.225502446293830872e-03,8.387141674757003784e-02,2.997242212295532227e-01,5.667905807495117188e-01,7.173303961753845215e-01,4.859503358602523804e-02,-1.328225582838058472e-01
4.235684275627136230e-01,9.188659191131591797e-01,6.504054665565490723e-01,5.942131280899047852e-01,1.540635675191879272e-01,4.205779358744621277e-02,2.972397327423095703e+00
6.249566748738288879e-02,9.699498414993286133e-01,4.702180922031402588e-01,9.900575280189514160e-01,1.528969556093215942e-01,7.422924786806106567e-02,2.819028869271278381e-02
9.964892864227294922e-01,8.125951886177062988e-01,4.614250659942626953e-01,9.893431067466735840e-01,7.363752722740173340e-01,1.143437922000885010e-01,-9.051481634378433228e-02
2.554281651973724365e-01,7.484009265899658203e-01,6.065803021192550659e-02,5.811516642570495605e-01,3.392056375741958618e-02,7.820561528205871582e-02,1.904402256011962891e+00
8.483528494834899902e-01,9.538327343761920929e-03,1.840921342372894287e-01,4.690723419189453125e-01,2.116575688123703003e-01,1.004001870751380920e-01,8.298555016517639160e-02
1.008989065885543823e-01,2.246418409049510956e-02,2.907137274742126465e-01,9.787641167640686035e-01,7.754498720169067383e-01,7.379733771085739136e-02,1.925102435052394867e-02
4.100746214389801025e-01,9.029783010482788086e-01,3.946539461612701416e-01,6.022446751594543457e-01,7.641810178756713867e-01,5.026070401072502136e-02,3.193947315216064453e+00
4.309712946414947510e-01,9.177640676498413086e-01,8.184919953346252441e-01,6.232882738113403320e-01,5.594401434063911438e-02,7.777923345565795898e-02,2.852921009063720703e+00
4.248299598693847656e-01,8.666700720787048340e-01,9.511822462081909180e-01,4.866183698177337646e-01,9.141227006912231445e-01,4.481321200728416443e-02,2.788841247558593750e+00
5.921477079391479492e-01,9.184222817420959473e-01,2.546631693840026855e-01,4.756191074848175049e-01,1.338268630206584930e-02,5.280710011720657349e-02,1.516194462776184082e+00
3.511235117912292480e-01,9.090003371238708496e-01,3.866229057312011719e-01,5.270327925682067871e-01,8.705865740776062012e-01,8.496200293302536011e-02,2.720479965209960938e+00
