evaluation,mape
2.000000000000000000e+00,9.742390238519942347e-01
1.000000000000000000e+01,9.819655794776314117e-01
2.000000000000000000e+01,9.475705521896982120e-01
3.000000000000000000e+01,5.742362471003952251e-01
4.000000000000000000e+01,2.257862242125625307e-01
5.000000000000000000e+01,7.832580448062316514e-02
6.000000000000000000e+01,3.765132525159340521e-02
7.000000000000000000e+01,2.510747838468603554e-02
8.000000000000000000e+01,2.927075882274603538e-02
9.000000000000000000e+01,2.636393989647079980e-02
1.000000000000000000e+02,2.933445802529152310e-02
