environmental,controllable,controllable,controllable,controllable,controllable,output
2.955058515071868896e-01,1.492136120796203613e-01,4.634779393672943115e-01,2.782766520977020264e-01,3.099973499774932861e-01,6.591025590896606445e-01,-3.220803260803222656e+00
5.082693696022033691e-01,8.824089169502258301e-01,8.495145440101623535e-01,5.739655494689941406e-01,1.396457999944686890e-01,3.852633386850357056e-02,-2.669238567352294922e+00
4.119459092617034912e-01,8.824368715286254883e-01,8.466036915779113770e-01,5.739970207214355469e-01,1.388807445764541626e-01,3.848144412040710449e-02,-3.200270175933837891e+00
5.539711713790893555e-01,1.468563228845596313e-01,3.953486382961273193e-01,2.861527204513549805e-01,3.057524263858795166e-01,6.641682982444763184e-01,-2.255926132202148438e+00
3.855884969234466553e-01,8.824144005775451660e-01,8.442509174346923828e-01,5.739784240722656250e-01,1.398482769727706909e-01,3.850038349628448486e-02,-3.183452129364013672e+00
3.661228418350219727e-01,8.824135065078735352e-01,8.419137597084045410e-01,5.739322900772094727e-01,1.412704885005950928e-01,3.853673487901687622e-02,-3.123420000076293945e+00
4.663968682289123535e-01,8.824954628944396973e-01,8.492149114608764648e-01,5.739700794219970703e-01,1.379819214344024658e-01,3.848195821046829224e-02,-3.002338171005249023e+00
6.405212879180908203e-01,1.464669853448867798e-01,3.783543407917022705e-01,2.872581779956817627e-01,3.051293790340423584e-01,6.650123000144958496e-01,-1.851373076438903809e+00
3.456256389617919922e-01,1.486723870038986206e-01,4.528608322143554688e-01,2.801335155963897705e-01,3.089783787727355957e-01,6.602612733840942383e-01,-3.093870162963867188e+00
2.526841461658477783e-01,1.496250182390213013e-01,4.706254601478576660e-01,2.768250107765197754e-01,3.108362257480621338e-01,6.581901907920837402e-01,-3.291413307189941406e+00
6.751343011856079102e-01,1.464270949363708496e-01,3.737826347351074219e-01,2.875221073627471924e-01,3.049652278423309326e-01,6.652424931526184082e-01,-1.691518425941467285e+00
6.188666820526123047e-01,1.465204656124114990e-01,3.818570971488952637e-01,2.870547771453857422e-01,3.052488267421722412e-01,6.648357510566711426e-01,-1.952502369880676270e+00
3.965455591678619385e-01,8.824275732040405273e-01,8.454154729843139648e-01,5.739800333976745605e-01,1.391168683767318726e-01,3.849105164408683777e-02,-3.199588298797607422e+00
5.173047780990600586e-01,8.824577927589416504e-01,8.485022783279418945e-01,5.739592909812927246e-01,1.402718275785446167e-01,3.851924836635589600e-02,-2.582107067108154297e+00
4.503917396068572998e-01,8.824499845504760742e-01,8.485928773880004883e-01,5.739912390708923340e-01,1.380231529474258423e-01,3.848344087600708008e-02,-3.091351747512817383e+00
2.797247469425201416e-01,1.493714451789855957e-01,4.663405716419219971e-01,2.777169048786163330e-01,3.103238642215728760e-01,6.587514877319335938e-01,-3.251226425170898438e+00
5.352395176887512207e-01,8.824192285537719727e-01,8.480596542358398438e-01,5.739668607711791992e-01,1.411841958761215210e-01,3.852379694581031799e-02,-2.397716522216796875e+00
5.702931880950927734e-01,1.466942131519317627e-01,3.915642201900482178e-01,2.864209711551666260e-01,3.055790662765502930e-01,6.643801331520080566e-01,-2.179972648620605469e+00
6.657973527908325195e-01,1.464317589998245239e-01,3.748868107795715332e-01,2.874644100666046143e-01,3.050132989883422852e-01,6.651859879493713379e-01,-1.734348177909851074e+00
5.853282213211059570e-01,1.466553956270217896e-01,3.883099853992462158e-01,2.866417467594146729e-01,3.054593205451965332e-01,6.645625233650207520e-01,-2.109673738479614258e+00
3.075655698776245117e-01,1.490848958492279053e-01,4.611467421054840088e-01,2.787239551544189453e-01,3.097562789916992188e-01,6.593800187110900879e-01,-3.194310188293457031e+00
3.312820494174957275e-01,1.488405764102935791e-01,4.561442136764526367e-01,2.796036005020141602e-01,3.092683255672454834e-01,6.599345207214355469e-01,-3.134564876556396484e+00
4.941944479942321777e-01,8.824657797813415527e-01,8.495485782623291016e-01,5.740026831626892090e-01,1.387251466512680054e-01,3.849828243255615234e-02,-2.795377492904663086e+00
6.101304888725280762e-01,1.465428769588470459e-01,3.834146261215209961e-01,2.869482636451721191e-01,3.052984178066253662e-01,6.647679805755615234e-01,-1.993426799774169922e+00
4.421938359737396240e-01,8.824537396430969238e-01,8.486581444740295410e-01,5.740039348602294922e-01,1.379671245813369751e-01,3.847734257578849792e-02,-3.127404928207397461e+00
