environmental,controllable,controllable,controllable,controllable,controllable,output
1.794090399856969054e-01,8.853391979969830183e-01,2.111232097182454970e-01,8.081507850064116871e-01,9.253745478254049583e-01,4.824408127380385158e-01,4.781001216515148866e-02
1.350284069776535034e-01,6.316418647766113281e-01,4.878886640071868896e-01,5.652199387550354004e-01,7.819644808769226074e-01,5.356782078742980957e-01,1.896281242370605469e-01
1.747588962316513062e-01,5.116317048668861389e-02,8.510386347770690918e-01,4.359547197818756104e-01,5.218396335840225220e-02,8.503844738006591797e-01,6.441372632980346680e-01
1.729554384946823120e-01,9.872439503669738770e-01,1.953197717666625977e-01,3.434402346611022949e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.021120302379131317e-02
1.940362304449081421e-01,5.417520815634291331e-13,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.717484942171722651e-04
2.262748479843139648e-01,6.369904603786835651e-15,1.000000000000000000e+00,1.000000000000000000e+00,3.762099146842956543e-01,6.300015449523925781e-01,1.887051574885845184e-02
2.303861379623413086e-01,2.705358862876892090e-01,8.533714413642883301e-01,3.595459163188934326e-01,8.471120595932006836e-01,9.299187660217285156e-01,6.815306842327117920e-02
2.223446369171142578e-01,2.068805992603302002e-01,2.355282455682754517e-01,8.946345448493957520e-01,3.514948189258575439e-01,7.138429284095764160e-01,7.578733563423156738e-02
2.584665715694427490e-01,9.703091382980346680e-01,8.235409855842590332e-01,9.618726968765258789e-01,7.848361134529113770e-01,2.665322124958038330e-01,2.150608748197555542e-01
2.687982022762298584e-01,1.475970596075057983e-01,8.829728364944458008e-01,9.270124435424804688e-01,2.215731143951416016e-01,6.993287056684494019e-02,1.087936758995056152e-02
2.853766977787017822e-01,5.196502804756164551e-01,6.144285202026367188e-01,9.271301031112670898e-01,4.841241836547851562e-01,1.876137703657150269e-01,1.898196786642074585e-01
3.316906988620758057e-01,1.785946339368820190e-01,2.180351316928863525e-01,4.825302958488464355e-01,3.395404219627380371e-01,8.152374625205993652e-01,1.599882364273071289e+00
3.033281862735748291e-01,9.718173742294311523e-01,0.000000000000000000e+00,4.104718267917633057e-01,2.984236776828765869e-01,6.795340180397033691e-01,1.942428201436996460e-01
3.341548740863800049e-01,1.296705798292663303e-16,9.482654333114624023e-01,4.476361870765686035e-01,8.827546238899230957e-01,8.822076320648193359e-01,1.530747581273317337e-02
3.333708941936492920e-01,9.509603381156921387e-01,3.319850564002990723e-01,6.574925780296325684e-02,3.107420802116394043e-01,4.216611683368682861e-01,1.630260944366455078e-01
3.508082032203674316e-01,3.147063553333282471e-01,3.702345788478851318e-01,8.375580906867980957e-01,1.697238162159919739e-02,2.991800010204315186e-01,5.943360924720764160e-02
3.786428868770599365e-01,1.198698356747627258e-01,8.000115156173706055e-01,4.158095717430114746e-01,5.021695494651794434e-01,9.656929969787597656e-01,5.897126793861389160e-01
3.898313641548156738e-01,5.473999381065368652e-01,9.910534322261810303e-02,9.856103658676147461e-01,6.727889180183410645e-01,8.147067427635192871e-01,1.189988688565790653e-03
4.061070680618286133e-01,1.647274643182754517e-01,1.453925701214902125e-16,5.140380263328552246e-01,2.994271814823150635e-01,7.121582031250000000e-01,1.311264634132385254e+00
4.308830201625823975e-01,1.206877678632736206e-01,2.193192690610885620e-01,4.475714564323425293e-01,2.885629534721374512e-01,1.000000000000000000e+00,8.202526569366455078e-01
4.200907051563262939e-01,3.530696034431457520e-01,3.234035670757293701e-01,5.057989954948425293e-01,3.840905129909515381e-01,5.506132841110229492e-01,1.226340770721435547e+00
4.344761669635772705e-01,5.218980908393859863e-01,1.416854411363601685e-01,5.069108009338378906e-01,1.184778138995170593e-01,4.308231472969055176e-01,4.546297192573547363e-01
4.314951300621032715e-01,2.892943844199180603e-02,2.440667152404785156e-01,5.081959366798400879e-01,4.298414289951324463e-01,2.869480848312377930e-01,3.910820782184600830e-01
4.291853010654449463e-01,2.452604621648788452e-01,4.035679996013641357e-01,4.893898665904998779e-01,2.873816192150115967e-01,8.112505674362182617e-01,1.509376525878906250e+00
4.186930060386657715e-01,9.767732024192810059e-02,9.242238998413085938e-01,4.479112327098846436e-01,2.367142587900161743e-01,4.347281754016876221e-01,7.390618920326232910e-01
4.665946960449218750e-01,2.457143962383270264e-01,9.631038904190063477e-01,4.970655143260955811e-01,6.183500885963439941e-01,2.492986805737018585e-02,1.133405119180679321e-01
4.836402535438537598e-01,8.547410964965820312e-01,1.261054128408432007e-01,5.624156594276428223e-01,4.251959323883056641e-01,8.254134058952331543e-01,1.185569167137145996e-01
4.477165937423706055e-01,4.749917387962341309e-01,5.213165283203125000e-01,4.750969707965850830e-01,2.232465445995330811e-01,9.558280110359191895e-01,7.647071480751037598e-01
4.187470376491546631e-01,2.257384210824966431e-01,3.528814315795898438e-01,4.832009673118591309e-01,3.633413016796112061e-01,7.443376183509826660e-01,1.685424923896789551e+00
4.061957001686096191e-01,9.120602160692214966e-02,9.205839037895202637e-01,4.611521363258361816e-01,6.517305970191955566e-01,6.152534484863281250e-01,1.743425726890563965e-01
3.566216826438903809e-01,1.599826067686080933e-01,1.052351072430610657e-01,5.445165634155273438e-01,3.369464576244354248e-01,8.217490911483764648e-01,1.085149884223937988e+00
3.451026380062103271e-01,3.092575073242187500e-01,5.400534346699714661e-02,4.323268532752990723e-01,1.580321341753005981e-01,5.181349515914916992e-01,1.082284569740295410e+00
3.129612207412719727e-01,5.545775890350341797e-01,1.346992999315261841e-01,4.356380701065063477e-01,4.251570403575897217e-01,8.841261863708496094e-01,6.519662737846374512e-01
2.920186519622802734e-01,7.220167666673660278e-02,6.829385757446289062e-01,5.214142799377441406e-01,4.942399263381958008e-01,7.904688119888305664e-01,8.517204523086547852e-01
3.249557614326477051e-01,5.078439116477966309e-01,5.591161251068115234e-01,4.250163435935974121e-01,1.089366003870964050e-01,6.689420938491821289e-01,9.192497730255126953e-01
3.172106742858886719e-01,2.531356513500213623e-01,1.499093323945999146e-01,4.695923030376434326e-01,3.422858715057373047e-01,7.320994138717651367e-01,1.795988440513610840e+00
3.387620449066162109e-01,2.614598870277404785e-01,0.000000000000000000e+00,4.550088942050933838e-01,3.312781751155853271e-01,7.198542356491088867e-01,1.639841079711914062e+00
3.597271144390106201e-01,4.777343869209289551e-01,5.179857611656188965e-01,2.533727586269378662e-01,1.383659541606903076e-01,6.612406969070434570e-01,1.341028571128845215e+00
3.474583923816680908e-01,2.406490892171859741e-01,2.649870216846466064e-01,4.228145182132720947e-01,3.259927630424499512e-01,7.172638177871704102e-01,2.283866643905639648e+00
3.547778427600860596e-01,2.150770276784896851e-01,2.970809042453765869e-01,3.710906207561492920e-01,3.093115687370300293e-01,6.981045603752136230e-01,2.671344041824340820e+00
3.407595157623291016e-01,4.945882260799407959e-01,2.664961516857147217e-01,2.658358514308929443e-01,3.482336699962615967e-01,5.696181654930114746e-01,1.740414142608642578e+00
2.961083352565765381e-01,1.723658293485641479e-01,3.031423389911651611e-01,3.250685036182403564e-01,3.082806766033172607e-01,6.868775486946105957e-01,3.002243518829345703e+00
2.678457498550415039e-01,1.199554875493049622e-01,3.208329081535339355e-01,2.766737043857574463e-01,3.119279742240905762e-01,6.850200295448303223e-01,3.111060857772827148e+00
3.162996470928192139e-01,9.302020072937011719e-02,2.567606568336486816e-01,2.580229341983795166e-01,3.082258701324462891e-01,6.820563673973083496e-01,2.907083272933959961e+00
3.441196978092193604e-01,3.104498386383056641e-01,8.147986531257629395e-01,4.371813684701919556e-02,2.711549103260040283e-01,7.710015773773193359e-01,1.394390463829040527e+00
3.067970275878906250e-01,1.382408291101455688e-01,4.385088980197906494e-01,2.809422314167022705e-01,3.188455700874328613e-01,6.857256889343261719e-01,3.169247388839721680e+00
3.056180775165557861e-01,1.192564964294433594e-01,5.153853297233581543e-01,1.215988919138908386e-01,4.917130768299102783e-01,4.767258167266845703e-01,1.396538376808166504e+00
