environmental,controllable,controllable,controllable,controllable,controllable,output
5.572925209999084473e-01,1.467737704515457153e-01,3.945638537406921387e-01,2.861794233322143555e-01,3.057061433792114258e-01,6.642889380455017090e-01,-2.240510225296020508e+00
7.551887035369873047e-01,3.915633857250213623e-01,8.186903595924377441e-01,2.912484705448150635e-01,1.720728129148483276e-01,9.566573500633239746e-01,-1.378864288330078125e+00
7.258831262588500977e-01,1.464501321315765381e-01,3.691254854202270508e-01,2.878301441669464111e-01,3.048031330108642578e-01,6.655421853065490723e-01,-1.464127063751220703e+00
7.168004512786865234e-01,1.464308500289916992e-01,3.697617053985595703e-01,2.877710163593292236e-01,3.048351705074310303e-01,6.654862165451049805e-01,-1.504039525985717773e+00
5.704889893531799316e-01,1.466848999261856079e-01,3.915292918682098389e-01,2.864200174808502197e-01,3.055803179740905762e-01,6.643785238265991211e-01,-2.179059028625488281e+00
6.645575761795043945e-01,1.464335024356842041e-01,3.750425577163696289e-01,2.874551117420196533e-01,3.050187528133392334e-01,6.651784181594848633e-01,-1.740053415298461914e+00
7.333421111106872559e-01,1.464482396841049194e-01,3.685728609561920166e-01,2.878506481647491455e-01,3.047885894775390625e-01,6.655842065811157227e-01,-1.431645750999450684e+00
5.413439273834228516e-01,8.823899030685424805e-01,8.485841751098632812e-01,5.739597678184509277e-01,1.417901068925857544e-01,3.853717073798179626e-02,-2.332190513610839844e+00
6.908029317855834961e-01,1.464197784662246704e-01,3.720786273479461670e-01,2.876347899436950684e-01,3.049227297306060791e-01,6.653387546539306641e-01,-1.620255112648010254e+00
5.768089294433593750e-01,1.466682255268096924e-01,3.901157379150390625e-01,2.865075469017028809e-01,3.055297434329986572e-01,6.644498705863952637e-01,-2.149536848068237305e+00
4.992117285728454590e-01,8.824417591094970703e-01,8.489087820053100586e-01,5.739713311195373535e-01,1.393529027700424194e-01,3.847095742821693420e-02,-2.751866102218627930e+00
5.931142568588256836e-01,1.466456949710845947e-01,3.868049681186676025e-01,2.867916822433471680e-01,3.053995072841644287e-01,6.646539568901062012e-01,-2.073195934295654297e+00
6.209205985069274902e-01,1.464948952198028564e-01,3.815202414989471436e-01,2.870266139507293701e-01,3.052431046962738037e-01,6.648532748222351074e-01,-1.942888498306274414e+00
5.849763154983520508e-01,1.466324180364608765e-01,3.883580863475799561e-01,2.866287529468536377e-01,3.054697215557098389e-01,6.645346283912658691e-01,-2.111321687698364258e+00
7.454693913459777832e-01,3.901422917842864990e-01,8.178576231002807617e-01,2.910750210285186768e-01,1.752415597438812256e-01,9.540698528289794922e-01,-1.388152241706848145e+00
6.277254819869995117e-01,1.464983969926834106e-01,3.803600966930389404e-01,2.871325910091400146e-01,3.051976561546325684e-01,6.649114489555358887e-01,-1.911063432693481445e+00
5.344207882881164551e-01,8.824272751808166504e-01,8.482730388641357422e-01,5.739625692367553711e-01,1.418358832597732544e-01,3.852900117635726929e-02,-2.406412601470947266e+00
5.280219316482543945e-01,8.824336528778076172e-01,8.485756516456604004e-01,5.739665031433105469e-01,1.408573836088180542e-01,3.851159662008285522e-02,-2.473530054092407227e+00
6.757530570030212402e-01,1.464104950428009033e-01,3.736791908740997314e-01,2.875491380691528320e-01,3.049720823764801025e-01,6.652336716651916504e-01,-1.688689112663269043e+00
7.003821134567260742e-01,1.464237421751022339e-01,3.711462020874023438e-01,2.876950204372406006e-01,3.048702180385589600e-01,6.653882265090942383e-01,-1.577116131782531738e+00
6.096761226654052734e-01,1.465408951044082642e-01,3.834976553916931152e-01,2.869422733783721924e-01,3.053031861782073975e-01,6.647647023200988770e-01,-1.995556116104125977e+00
5.161279439926147461e-01,8.824369907379150391e-01,8.494951128959655762e-01,5.739747881889343262e-01,1.398229449987411499e-01,3.850574791431427002e-02,-2.593699693679809570e+00
6.377354860305786133e-01,1.464715301990509033e-01,3.787903785705566406e-01,2.872247993946075439e-01,3.051429390907287598e-01,6.649864315986633301e-01,-1.864348053932189941e+00
6.710588932037353516e-01,1.463938355445861816e-01,3.742671012878417969e-01,2.874673604965209961e-01,3.050051033496856689e-01,6.652079820632934570e-01,-1.710182070732116699e+00
6.465592980384826660e-01,1.464540809392929077e-01,3.774639964103698730e-01,2.873050868511199951e-01,3.050943017005920410e-01,6.650473475456237793e-01,-1.823296189308166504e+00
