evaluation,mape
2.000000000000000000e+00,9.748706754728452273e-01
1.000000000000000000e+01,7.793192352707823956e-01
2.000000000000000000e+01,5.534068843431174667e-01
3.000000000000000000e+01,2.976606987328164755e-01
4.000000000000000000e+01,1.085615837337424727e-01
5.000000000000000000e+01,1.368057119623243556e-02
6.000000000000000000e+01,1.290094473354716671e-02
7.000000000000000000e+01,1.305319651514961175e-02
8.000000000000000000e+01,1.320645322096423990e-02
9.000000000000000000e+01,1.310269653540686516e-02
1.000000000000000000e+02,1.319078037978021513e-02
