evaluation,mape
2.000000000000000000e+00,9.928384427573518911e-01
1.000000000000000000e+01,9.847348313268332598e-01
2.000000000000000000e+01,8.478236213488133943e-01
3.000000000000000000e+01,7.790418281709556858e-01
4.000000000000000000e+01,7.188319440686352646e-02
5.000000000000000000e+01,3.530568937642630245e-01
6.000000000000000000e+01,3.553478259167018871e-01
7.000000000000000000e+01,3.643436965284350126e-01
8.000000000000000000e+01,3.733915813351352808e-01
9.000000000000000000e+01,3.656167280150882659e-01
1.000000000000000000e+02,3.670740573391724770e-01
