environmental,controllable,controllable,controllable,controllable,controllable,output
6.512780785560607910e-01,1.464526951313018799e-01,3.768148422241210938e-01,2.873514294624328613e-01,3.050772845745086670e-01,6.650935411453247070e-01,-1.801402211189270020e+00
8.637468814849853516e-01,4.018859565258026123e-01,8.245614767074584961e-01,2.943620383739471436e-01,1.444093137979507446e-01,9.761139154434204102e-01,-1.294976353645324707e+00
9.117497801780700684e-01,4.046221077442169189e-01,8.260574936866760254e-01,2.960626184940338135e-01,1.355760544538497925e-01,9.814103841781616211e-01,-1.266949534416198730e+00
8.218285441398620605e-01,3.987520337104797363e-01,8.228293657302856445e-01,2.930330634117126465e-01,1.536748111248016357e-01,9.701279401779174805e-01,-1.323553562164306641e+00
8.966361880302429199e-01,4.038267731666564941e-01,8.256078362464904785e-01,2.957557737827301025e-01,1.381506323814392090e-01,9.798791408538818359e-01,-1.275285840034484863e+00
9.618421196937561035e-01,4.067702591419219971e-01,8.272014856338500977e-01,2.984987795352935791e-01,1.279948502779006958e-01,9.856319427490234375e-01,-1.242137074470520020e+00
7.110224366188049316e-01,1.464274078607559204e-01,3.702226877212524414e-01,2.877464294433593750e-01,3.048523068428039551e-01,6.654596924781799316e-01,-1.529625654220581055e+00
6.844777464866638184e-01,1.464090198278427124e-01,3.727265298366546631e-01,2.875805497169494629e-01,3.049496710300445557e-01,6.652975678443908691e-01,-1.648923873901367188e+00
6.622592806816101074e-01,1.464375108480453491e-01,3.753339350223541260e-01,2.874361872673034668e-01,3.050282597541809082e-01,6.651639938354492188e-01,-1.750640511512756348e+00
6.711970567703247070e-01,1.464100927114486694e-01,3.742307424545288086e-01,2.875215411186218262e-01,3.049883544445037842e-01,6.652285456657409668e-01,-1.709548592567443848e+00
8.301286697387695312e-01,3.994410336017608643e-01,8.232144117355346680e-01,2.932212352752685547e-01,1.517080068588256836e-01,9.714368581771850586e-01,-1.317555785179138184e+00
9.813172221183776855e-01,4.074624478816986084e-01,8.275684714317321777e-01,2.995278537273406982e-01,1.254561841487884521e-01,9.869871139526367188e-01,-1.233536243438720703e+00
9.231948256492614746e-01,4.051641523838043213e-01,8.263454437255859375e-01,2.966220974922180176e-01,1.336991339921951294e-01,9.824839234352111816e-01,-1.260912179946899414e+00
7.204080224037170410e-01,1.464446038007736206e-01,3.694871068000793457e-01,2.877800166606903076e-01,3.048289418220520020e-01,6.655163168907165527e-01,-1.488140583038330078e+00
7.418775558471679688e-01,1.464691013097763062e-01,3.680734634399414062e-01,2.878869473934173584e-01,3.047659993171691895e-01,6.656307578086853027e-01,-1.394822120666503906e+00
9.476321935653686523e-01,4.062307178974151611e-01,8.269028663635253906e-01,2.978703677654266357e-01,1.299801170825958252e-01,9.845306277275085449e-01,-1.248764753341674805e+00
9.884627461433410645e-01,4.077115356922149658e-01,8.277016878128051758e-01,2.998906075954437256e-01,1.245648264884948730e-01,9.874680042266845703e-01,-1.230513095855712891e+00
8.530284762382507324e-01,4.011554419994354248e-01,8.241675496101379395e-01,2.939923107624053955e-01,1.466417759656906128e-01,9.747311472892761230e-01,-1.301889657974243164e+00
9.380430579185485840e-01,4.058198928833007812e-01,8.266968727111816406e-01,2.973588109016418457e-01,1.313782781362533569e-01,9.837661385536193848e-01,-1.253414750099182129e+00
8.770498633384704590e-01,4.027053117752075195e-01,8.250234723091125488e-01,2.948941886425018311e-01,1.417776495218276978e-01,9.777247905731201172e-01,-1.286744236946105957e+00
7.282506823539733887e-01,1.464587450027465820e-01,3.690252602100372314e-01,2.878153026103973389e-01,3.048040568828582764e-01,6.655696034431457520e-01,-1.453787565231323242e+00
8.094452619552612305e-01,3.976201713085174561e-01,8.222143650054931641e-01,2.926157116889953613e-01,1.567318886518478394e-01,9.680376052856445312e-01,-1.332838535308837891e+00
7.570599913597106934e-01,3.917940855026245117e-01,8.188314437866210938e-01,2.913627624511718750e-01,1.715123951435089111e-01,9.570969343185424805e-01,-1.377115845680236816e+00
7.787829637527465820e-01,3.945146799087524414e-01,8.204174637794494629e-01,2.918729782104492188e-01,1.649721562862396240e-01,9.621358513832092285e-01,-1.357704758644104004e+00
7.875122427940368652e-01,3.954881131649017334e-01,8.209865093231201172e-01,2.921517491340637207e-01,1.624321490526199341e-01,9.639424085617065430e-01,-1.350338697433471680e+00
