environmental,controllable,controllable,controllable,controllable,controllable,output
4.514576122164726257e-02,1.506021171808242798e-01,4.823584556579589844e-01,2.740127742290496826e-01,3.123511075973510742e-01,6.567158699035644531e-01,-3.024410009384155273e+00
8.431800454854965210e-02,1.505557745695114136e-01,4.828173518180847168e-01,2.738130092620849609e-01,3.124895393848419189e-01,6.565213799476623535e-01,-3.152503967285156250e+00
1.278191655874252319e-01,1.504268646240234375e-01,4.819050133228302002e-01,2.740169763565063477e-01,3.123863339424133301e-01,6.565740704536437988e-01,-3.254712343215942383e+00
1.970427781343460083e-01,1.500516980886459351e-01,4.773040413856506348e-01,2.752200961112976074e-01,3.117348551750183105e-01,6.571942567825317383e-01,-3.322103738784790039e+00
1.715417020022869110e-02,1.506202965974807739e-01,4.813036322593688965e-01,2.743640244007110596e-01,3.121452331542968750e-01,6.570197343826293945e-01,-2.914583444595336914e+00
2.246983498334884644e-01,1.498557925224304199e-01,4.743400216102600098e-01,2.759534716606140137e-01,3.112915158271789551e-01,6.576707363128662109e-01,-3.315964937210083008e+00
6.249231472611427307e-02,1.505976766347885132e-01,4.826831519603729248e-01,2.738915979862213135e-01,3.124382495880126953e-01,6.566093564033508301e-01,-3.085065841674804688e+00
2.482942491769790649e-01,1.496417075395584106e-01,4.712551236152648926e-01,2.766524851322174072e-01,3.109025359153747559e-01,6.581040620803833008e-01,-3.296442508697509766e+00
9.969683736562728882e-02,1.505421251058578491e-01,4.826866090297698975e-01,2.738554179668426514e-01,3.124798238277435303e-01,6.565284132957458496e-01,-3.193695545196533203e+00
2.390414029359817505e-01,1.497251689434051514e-01,4.725223779678344727e-01,2.763791680335998535e-01,3.110612928867340088e-01,6.579262018203735352e-01,-3.305623292922973633e+00
2.704285085201263428e-01,1.494475454092025757e-01,4.678788483142852783e-01,2.774055600166320801e-01,3.104885518550872803e-01,6.585608720779418945e-01,-3.266790628433227539e+00
2.074811607599258423e-01,1.499697864055633545e-01,4.762824177742004395e-01,2.754801213741302490e-01,3.115684390068054199e-01,6.573878526687622070e-01,-3.321959018707275391e+00
6.914298515766859055e-03,1.506279259920120239e-01,4.807302653789520264e-01,2.745157480239868164e-01,3.120433688163757324e-01,6.571509242057800293e-01,-2.871072769165039062e+00
1.123136207461357117e-01,1.504804044961929321e-01,4.824073910713195801e-01,2.738977074623107910e-01,3.124538660049438477e-01,6.565188765525817871e-01,-3.223402976989746094e+00
1.811826378107070923e-01,1.501292288303375244e-01,4.787522256374359131e-01,2.748328745365142822e-01,3.119070827960968018e-01,6.570540070533752441e-01,-3.317193269729614258e+00
2.847531735897064209e-01,1.492925137281417847e-01,4.653461575508117676e-01,2.778757810592651367e-01,3.102218806743621826e-01,6.588518023490905762e-01,-3.242069959640502930e+00
5.279220268130302429e-02,1.506139487028121948e-01,4.825303852558135986e-01,2.739465236663818359e-01,3.123984038829803467e-01,6.566733717918395996e-01,-3.051886081695556641e+00
2.193321436643600464e-01,1.498810350894927979e-01,4.749770164489746094e-01,2.758010923862457275e-01,3.113890886306762695e-01,6.575781106948852539e-01,-3.318593502044677734e+00
1.610880047082901001e-01,1.502617895603179932e-01,4.802265167236328125e-01,2.744482159614562988e-01,3.121525347232818604e-01,6.568319797515869141e-01,-3.301988601684570312e+00
2.645755708217620850e-01,1.495016515254974365e-01,4.687821567058563232e-01,2.772390842437744141e-01,3.105998039245605469e-01,6.584325432777404785e-01,-3.275661468505859375e+00
3.214760497212409973e-02,1.506217569112777710e-01,4.819460213184356689e-01,2.741512656211853027e-01,3.122734129428863525e-01,6.568490862846374512e-01,-2.975153207778930664e+00
7.888074964284896851e-02,1.505708247423171997e-01,4.828289449214935303e-01,2.738140821456909180e-01,3.124731481075286865e-01,6.565191745758056641e-01,-3.136667966842651367e+00
1.356221586465835571e-01,1.503876298666000366e-01,4.816025793552398682e-01,2.740997374057769775e-01,3.123395740985870361e-01,6.566254496574401855e-01,-3.268257617950439453e+00
1.689313948154449463e-01,1.502168774604797363e-01,4.796782433986663818e-01,2.746101915836334229e-01,3.120554983615875244e-01,6.568831205368041992e-01,-3.309122562408447266e+00
1.427516043186187744e-01,1.503416001796722412e-01,4.812757372856140137e-01,2.741780281066894531e-01,3.122919201850891113e-01,6.566599011421203613e-01,-3.279323577880859375e+00
