environmental,controllable,controllable,controllable,controllable,controllable,output
2.194464355707168579e-01,1.498890966176986694e-01,4.749655127525329590e-01,2.758079767227172852e-01,3.113817572593688965e-01,6.575912237167358398e-01,-3.318544626235961914e+00
2.099031955003738403e-02,1.506114155054092407e-01,4.814662933349609375e-01,2.743049263954162598e-01,3.121981620788574219e-01,6.569555401802062988e-01,-2.930445909500122070e+00
9.076336771249771118e-02,1.505537182092666626e-01,4.827775359153747559e-01,2.738081812858581543e-01,3.124983012676239014e-01,6.565174460411071777e-01,-3.170422077178955078e+00
3.049277663230895996e-01,1.491338014602661133e-01,4.616200029850006104e-01,2.786210477352142334e-01,3.098453283309936523e-01,6.592790484428405762e-01,-3.200337171554565430e+00
3.305960893630981445e-01,1.488469392061233521e-01,4.562994837760925293e-01,2.795719802379608154e-01,3.092823624610900879e-01,6.599165201187133789e-01,-3.136427879333496094e+00
1.188296303153038025e-01,1.505113542079925537e-01,4.822343587875366211e-01,2.739714086055755615e-01,3.124330639839172363e-01,6.565536856651306152e-01,-3.237266540527343750e+00
1.690491139888763428e-01,1.502023488283157349e-01,4.797135591506958008e-01,2.746458947658538818e-01,3.120535314083099365e-01,6.569127440452575684e-01,-3.309217929840087891e+00
2.365667819976806641e-01,1.497705727815628052e-01,4.728942811489105225e-01,2.763122618198394775e-01,3.110997378826141357e-01,6.578885912895202637e-01,-3.307748079299926758e+00
2.718984186649322510e-01,1.493895947933197021e-01,4.676930308341979980e-01,2.774385809898376465e-01,3.104732036590576172e-01,6.585903763771057129e-01,-3.264449119567871094e+00
4.660884663462638855e-02,1.506752073764801025e-01,4.824021458625793457e-01,2.739788293838500977e-01,3.123814165592193604e-01,6.566805839538574219e-01,-3.029755353927612305e+00
2.808181047439575195e-01,1.493475735187530518e-01,4.660767018795013428e-01,2.777873575687408447e-01,3.102787435054779053e-01,6.587674021720886230e-01,-3.249279022216796875e+00
2.868878841400146484e-02,1.506747156381607056e-01,4.817810952663421631e-01,2.742051184177398682e-01,3.122598528861999512e-01,6.568998694419860840e-01,-2.961526155471801758e+00
2.903849780559539795e-01,1.492500603199005127e-01,4.644155502319335938e-01,2.781161367893218994e-01,3.100974261760711670e-01,6.589958667755126953e-01,-3.231214284896850586e+00
1.941743642091751099e-01,1.500701159238815308e-01,4.775962233543395996e-01,2.751509547233581543e-01,3.117689490318298340e-01,6.571875214576721191e-01,-3.321676015853881836e+00
8.083492517471313477e-02,1.505427509546279907e-01,4.828041195869445801e-01,2.738100886344909668e-01,3.124647736549377441e-01,6.565242409706115723e-01,-3.142434597015380859e+00
1.289666444063186646e-01,1.504371762275695801e-01,4.818905591964721680e-01,2.740336060523986816e-01,3.123528957366943359e-01,6.565816998481750488e-01,-3.256797790527343750e+00
1.037756279110908508e-01,1.505052149295806885e-01,4.825947880744934082e-01,2.738521993160247803e-01,3.124758899211883545e-01,6.565119624137878418e-01,-3.203708410263061523e+00
3.213737905025482178e-01,1.489473879337310791e-01,4.582936465740203857e-01,2.792419791221618652e-01,3.094716668128967285e-01,6.596890091896057129e-01,-3.160712003707885742e+00
5.607108026742935181e-02,1.506267786026000977e-01,4.825970828533172607e-01,2.739281952381134033e-01,3.124400079250335693e-01,6.566699147224426270e-01,-3.063314676284790039e+00
2.562213838100433350e-01,1.495780348777770996e-01,4.700886309146881104e-01,2.769251167774200439e-01,3.107539117336273193e-01,6.582597494125366211e-01,-3.287050247192382812e+00
1.832115799188613892e-01,1.501294672489166260e-01,4.785517454147338867e-01,2.749026417732238770e-01,3.118801116943359375e-01,6.570610404014587402e-01,-3.318169116973876953e+00
1.241676136851310730e-02,1.506117433309555054e-01,4.810989797115325928e-01,2.744415402412414551e-01,3.120985627174377441e-01,6.570715904235839844e-01,-2.894660949707031250e+00
1.536594033241271973e-01,1.502985656261444092e-01,4.806680381298065186e-01,2.743510007858276367e-01,3.122015893459320068e-01,6.567367911338806152e-01,-3.293815612792968750e+00
2.113226056098937988e-01,1.499411463737487793e-01,4.758729934692382812e-01,2.755817472934722900e-01,3.115149736404418945e-01,6.574451923370361328e-01,-3.321238517761230469e+00
1.401025950908660889e-01,1.503640711307525635e-01,4.813785851001739502e-01,2.741563618183135986e-01,3.122979104518890381e-01,6.566171050071716309e-01,-3.275358676910400391e+00
