environmental,controllable,controllable,controllable,controllable,controllable,output
2.383503168821334839e-01,1.497321873903274536e-01,4.726952314376831055e-01,2.763403654098510742e-01,3.110821247100830078e-01,6.578773260116577148e-01,-3.306230783462524414e+00
5.502315238118171692e-02,1.506105959415435791e-01,4.825907945632934570e-01,2.739221453666687012e-01,3.124114871025085449e-01,6.566485166549682617e-01,-3.059685468673706055e+00
6.217561289668083191e-02,1.505988538265228271e-01,4.827053546905517578e-01,2.738794386386871338e-01,3.124423623085021973e-01,6.566081047058105469e-01,-3.084012985229492188e+00
1.010070964694023132e-01,1.505267024040222168e-01,4.826551973819732666e-01,2.738414406776428223e-01,3.124781548976898193e-01,6.564994454383850098e-01,-3.196954488754272461e+00
1.900169849395751953e-01,1.500900238752365112e-01,4.779781401157379150e-01,2.750524878501892090e-01,3.118092715740203857e-01,6.571368575096130371e-01,-3.320696115493774414e+00
1.249913424253463745e-01,1.504168212413787842e-01,4.820183217525482178e-01,2.740069329738616943e-01,3.123920261859893799e-01,6.565451622009277344e-01,-3.249435901641845703e+00
2.066727280616760254e-01,1.499794125556945801e-01,4.763470590114593506e-01,2.754407823085784912e-01,3.115825951099395752e-01,6.573326587677001953e-01,-3.322065114974975586e+00
2.120872437953948975e-01,1.499251574277877808e-01,4.758067727088928223e-01,2.756187319755554199e-01,3.114999234676361084e-01,6.574372053146362305e-01,-3.321052551269531250e+00
1.565703898668289185e-01,1.502872705459594727e-01,4.804469943046569824e-01,2.744239568710327148e-01,3.121873140335083008e-01,6.567855477333068848e-01,-3.297182321548461914e+00
1.375063508749008179e-01,1.503894180059432983e-01,4.815089404582977295e-01,2.741142213344573975e-01,3.123341798782348633e-01,6.566063165664672852e-01,-3.271304130554199219e+00
1.430183183401823044e-02,1.506083607673645020e-01,4.811498820781707764e-01,2.744112014770507812e-01,3.121239840984344482e-01,6.570592522621154785e-01,-2.902631759643554688e+00
1.792188617400825024e-03,1.506515592336654663e-01,4.804821610450744629e-01,2.746104598045349121e-01,3.119643032550811768e-01,6.572106480598449707e-01,-2.848697185516357422e+00
1.438777297735214233e-01,1.502982378005981445e-01,4.812469780445098877e-01,2.742027342319488525e-01,3.122938573360443115e-01,6.567044854164123535e-01,-3.280956506729125977e+00
7.704173028469085693e-02,1.505803316831588745e-01,4.828320741653442383e-01,2.738308608531951904e-01,3.124881088733673096e-01,6.565306186676025391e-01,-3.131164550781250000e+00
1.142927408218383789e-01,1.505362242460250854e-01,4.823095798492431641e-01,2.738776206970214844e-01,3.124536573886871338e-01,6.565121412277221680e-01,-3.227721214294433594e+00
3.272003680467605591e-02,1.505738943815231323e-01,4.819718301296234131e-01,2.741344571113586426e-01,3.123057186603546143e-01,6.568318009376525879e-01,-2.977387666702270508e+00
1.776870638132095337e-01,1.501558721065521240e-01,4.791054427623748779e-01,2.747688889503479004e-01,3.120040893554687500e-01,6.569939255714416504e-01,-3.315271854400634766e+00
4.542157799005508423e-02,1.506296843290328979e-01,4.824088215827941895e-01,2.739997208118438721e-01,3.123606145381927490e-01,6.567295789718627930e-01,-3.025420904159545898e+00
2.495509535074234009e-01,1.496379524469375610e-01,4.710761606693267822e-01,2.767132222652435303e-01,3.108745217323303223e-01,6.581271290779113770e-01,-3.295046567916870117e+00
2.601323463022708893e-02,1.506798565387725830e-01,4.816385209560394287e-01,2.742494940757751465e-01,3.122045099735260010e-01,6.569522023200988770e-01,-2.950840473175048828e+00
1.668322831392288208e-01,1.502222716808319092e-01,4.798246920108795166e-01,2.745663225650787354e-01,3.120750486850738525e-01,6.568489074707031250e-01,-3.307363748550415039e+00
9.426818788051605225e-02,1.504980772733688354e-01,4.827732741832733154e-01,2.738198935985565186e-01,3.124719560146331787e-01,6.565344929695129395e-01,-3.179770946502685547e+00
8.765404671430587769e-02,1.505759954452514648e-01,4.827984273433685303e-01,2.738328278064727783e-01,3.124783337116241455e-01,6.564868092536926270e-01,-3.161894798278808594e+00
2.267635464668273926e-01,1.498060077428817749e-01,4.741249084472656250e-01,2.760228514671325684e-01,3.112543225288391113e-01,6.577040553092956543e-01,-3.314771890640258789e+00
2.001773118972778320e-01,1.500123590230941772e-01,4.769983589649200439e-01,2.753041982650756836e-01,3.116886615753173828e-01,6.572635173797607422e-01,-3.322340011596679688e+00
