environmental,controllable,controllable,controllable,controllable,controllable,output
5.271059416985890422e-01,7.049391798039175150e-01,1.348940823758204566e-01,4.704899029496407703e-01,2.254115781600206647e-01,2.162075727037139350e-01,1.170195461057022435e+00
5.580189228057861328e-01,5.841193199157714844e-01,2.104586064815521240e-01,6.493726372718811035e-01,6.528270244598388672e-01,4.852784276008605957e-01,8.889545500278472900e-02
5.993076562881469727e-01,7.091693878173828125e-01,4.311674460768699646e-02,2.388719171285629272e-01,4.335073232650756836e-01,4.132332205772399902e-01,3.065926134586334229e-01
6.418884992599487305e-01,8.089056015014648438e-01,5.120893195271492004e-02,2.794907093048095703e-01,8.540355481274445640e-21,8.292789757251739502e-02,4.680000245571136475e-01
6.465467810630798340e-01,9.094331860542297363e-01,2.246388643980026245e-01,9.249615073204040527e-01,4.524968862533569336e-01,2.247674614191055298e-01,2.051182389259338379e-01
6.469490528106689453e-01,8.787319906349900546e-16,1.000000000000000000e+00,0.000000000000000000e+00,2.006795555353164673e-01,1.000000000000000000e+00,2.417211830615997314e-01
6.060926914215087891e-01,4.492106437683105469e-01,6.405862569808959961e-01,4.010481014847755432e-02,9.963738322257995605e-01,2.748451530933380127e-01,4.054839909076690674e-02
5.674940347671508789e-01,1.852255687117576599e-02,1.072633787989616394e-01,8.012723922729492188e-01,2.070438414812088013e-01,2.007316052913665771e-01,2.220409736037254333e-02
5.253499150276184082e-01,6.574751138687133789e-01,4.796738028526306152e-01,3.520902246236801147e-02,1.896425038576126099e-01,5.429409146308898926e-01,3.901459276676177979e-01
5.060720443725585938e-01,8.478558659553527832e-01,2.794201672077178955e-01,3.149968087673187256e-01,1.935312300920486450e-01,9.706455469131469727e-01,1.641936153173446655e-01
4.867072701454162598e-01,1.501107215881347656e-01,3.053953945636749268e-01,1.914155632257461548e-01,5.469253063201904297e-01,7.305324543267488480e-03,3.966164588928222656e-02
4.692268967628479004e-01,6.979340910911560059e-01,3.351342305541038513e-02,3.881416022777557373e-01,5.948967486619949341e-02,8.343285918235778809e-01,1.905740946531295776e-01
4.290310740470886230e-01,7.379320263862609863e-01,1.527128964662551880e-01,6.658725738525390625e-01,2.520391047000885010e-01,1.473503094166517258e-02,2.382447004318237305e+00
4.467789828777313232e-01,9.070925712585449219e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.121615022420883179e-01
4.168105423450469971e-01,8.043183088302612305e-01,4.860168695449829102e-02,4.728467762470245361e-01,3.951661816208752308e-18,0.000000000000000000e+00,2.595513820648193359e+00
4.299410581588745117e-01,9.207174181938171387e-01,3.845553100109100342e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.466784894466400146e-01
4.106498658657073975e-01,7.218374013900756836e-01,5.249001830816268921e-02,1.000000000000000000e+00,4.612023383378982544e-02,9.410502956770774646e-17,4.020361006259918213e-01
4.472451508045196533e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.587922334671020508e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.613350391387939453e+00
