evaluation,mape
2.000000000000000000e+00,9.197928256418113069e-01
1.000000000000000000e+01,4.799442497691886467e-01
2.000000000000000000e+01,1.923952466547225737e-01
3.000000000000000000e+01,3.230833178386548904e-02
4.000000000000000000e+01,3.351496652320862940e-02
5.000000000000000000e+01,3.273405101613298396e-02
6.000000000000000000e+01,3.007311382299234989e-02
7.000000000000000000e+01,2.897475500900513132e-02
8.000000000000000000e+01,2.724166190524497308e-02
9.000000000000000000e+01,2.828353973183489814e-02
1.000000000000000000e+02,2.676325586161344694e-02
