environmental,controllable,controllable,controllable,controllable,controllable,output
8.793151974678039551e-01,4.028600752353668213e-01,8.250889778137207031e-01,2.949221134185791016e-01,1.413399428129196167e-01,9.779843688011169434e-01,-1.285379528999328613e+00
9.795625209808349609e-01,4.074189662933349609e-01,8.275517821311950684e-01,2.995039224624633789e-01,1.256718933582305908e-01,9.868653416633605957e-01,-1.234289288520812988e+00
9.615521430969238281e-01,4.067610204219818115e-01,8.271950483322143555e-01,2.984659969806671143e-01,1.280467361211776733e-01,9.856123924255371094e-01,-1.242269277572631836e+00
9.325668811798095703e-01,4.055747091770172119e-01,8.265706896781921387e-01,2.970744073390960693e-01,1.322336643934249878e-01,9.832913279533386230e-01,-1.256137013435363770e+00
9.855561256408691406e-01,4.076033532619476318e-01,8.276416659355163574e-01,2.997799813747406006e-01,1.249359324574470520e-01,9.872730970382690430e-01,-1.231734514236450195e+00
9.506880044937133789e-01,4.063454866409301758e-01,8.269796967506408691e-01,2.978113293647766113e-01,1.295226216316223145e-01,9.847533106803894043e-01,-1.247313380241394043e+00
9.131488204002380371e-01,4.046668410301208496e-01,8.261002898216247559e-01,2.961944937705993652e-01,1.353257596492767334e-01,9.815295338630676270e-01,-1.266199111938476562e+00
9.068361520767211914e-01,4.043669700622558594e-01,8.259147405624389648e-01,2.960104346275329590e-01,1.364714205265045166e-01,9.809313416481018066e-01,-1.269613385200500488e+00
9.954943060874938965e-01,4.079577028751373291e-01,8.278237581253051758e-01,3.005838990211486816e-01,1.237691342830657959e-01,9.879188537597656250e-01,-1.227604627609252930e+00
8.360071778297424316e-01,3.999308645725250244e-01,8.234642148017883301e-01,2.935110330581665039e-01,1.503106951713562012e-01,9.723260998725891113e-01,-1.313413143157958984e+00
9.662063717842102051e-01,4.069294929504394531e-01,8.272896409034729004e-01,2.987234592437744141e-01,1.274098455905914307e-01,9.859485030174255371e-01,-1.240162372589111328e+00
8.130590319633483887e-01,3.979835510253906250e-01,8.224106431007385254e-01,2.927747964859008789e-01,1.558118164539337158e-01,9.686734676361083984e-01,-1.330086231231689453e+00
8.310443162918090820e-01,3.995247483253479004e-01,8.232529759407043457e-01,2.932528555393218994e-01,1.514785438776016235e-01,9.715881943702697754e-01,-1.316904783248901367e+00
8.934532403945922852e-01,4.036517441272735596e-01,8.255172967910766602e-01,2.954817116260528564e-01,1.387215405702590942e-01,9.795648455619812012e-01,-1.277096390724182129e+00
8.429061770439147949e-01,4.004268348217010498e-01,8.237686157226562500e-01,2.937050461769104004e-01,1.488240361213684082e-01,9.733120203018188477e-01,-1.308659553527832031e+00
8.683314919471740723e-01,4.021685719490051270e-01,8.247214555740356445e-01,2.944914996623992920e-01,1.435260176658630371e-01,9.766601324081420898e-01,-1.292096614837646484e+00
9.013979434967041016e-01,4.040702879428863525e-01,8.257648944854736328e-01,2.957470715045928955e-01,1.373197734355926514e-01,9.803794026374816895e-01,-1.272613406181335449e+00
9.291975498199462891e-01,4.054225683212280273e-01,8.264891505241394043e-01,2.969566285610198975e-01,1.327419430017471313e-01,9.829841256141662598e-01,-1.257836699485778809e+00
9.754432439804077148e-01,4.072466790676116943e-01,8.274695277214050293e-01,2.993023693561553955e-01,1.262727677822113037e-01,9.866113066673278809e-01,-1.236073732376098633e+00
8.540250062942504883e-01,4.012269675731658936e-01,8.242098093032836914e-01,2.940307855606079102e-01,1.464241594076156616e-01,9.748532176017761230e-01,-1.301236033439636230e+00
8.610532879829406738e-01,4.017223119735717773e-01,8.244644403457641602e-01,2.942140400409698486e-01,1.449751257896423340e-01,9.757599830627441406e-01,-1.296689629554748535e+00
8.831028938293457031e-01,4.030754566192626953e-01,8.252137899398803711e-01,2.950505018234252930e-01,1.406392008066177368e-01,9.784195423126220703e-01,-1.283121109008789062e+00
9.462824463844299316e-01,4.061620831489562988e-01,8.268759250640869141e-01,2.975037992000579834e-01,1.302068531513214111e-01,9.844344854354858398e-01,-1.249410390853881836e+00
8.203839063644409180e-01,3.986242413520812988e-01,8.227662444114685059e-01,2.930070757865905762e-01,1.540308743715286255e-01,9.698990583419799805e-01,-1.324615716934204102e+00
9.202019572257995605e-01,4.050211012363433838e-01,8.262659311294555664e-01,2.965525388717651367e-01,1.341763287782669067e-01,9.822015762329101562e-01,-1.262468814849853516e+00
