environmental,controllable,controllable,controllable,controllable,controllable,output
5.086711049079895020e-01,8.824491500854492188e-01,8.493332862854003906e-01,5.739766955375671387e-01,1.393427401781082153e-01,3.849539905786514282e-02,-2.665459632873535156e+00
6.471259593963623047e-01,1.464548110961914062e-01,3.773854672908782959e-01,2.873153686523437500e-01,3.050972223281860352e-01,6.650574803352355957e-01,-1.820664644241333008e+00
3.935157954692840576e-01,8.824405074119567871e-01,8.452507257461547852e-01,5.739581584930419922e-01,1.395368576049804688e-01,3.850772976875305176e-02,-3.196421623229980469e+00
7.096986770629882812e-01,1.464094966650009155e-01,3.703488111495971680e-01,2.876898050308227539e-01,3.048511743545532227e-01,6.654566526412963867e-01,-1.535507917404174805e+00
3.528364896774291992e-01,1.485842168331146240e-01,4.511092603206634521e-01,2.803953886032104492e-01,3.087817728519439697e-01,6.604654192924499512e-01,-3.072206258773803711e+00
3.829978406429290771e-01,8.824287056922912598e-01,8.439255952835083008e-01,5.740019679069519043e-01,1.399344950914382935e-01,3.852279856801033020e-02,-3.177754402160644531e+00
4.706996083259582520e-01,8.824545741081237793e-01,8.489729762077331543e-01,5.740093588829040527e-01,1.382467001676559448e-01,3.848659619688987732e-02,-2.974430799484252930e+00
6.072833538055419922e-01,1.465480923652648926e-01,3.839721083641052246e-01,2.869183123111724854e-01,3.053705096244812012e-01,6.647618412971496582e-01,-2.006771802902221680e+00
6.917118430137634277e-01,1.464458853006362915e-01,3.720031082630157471e-01,2.876532971858978271e-01,3.049010932445526123e-01,6.653103828430175781e-01,-1.616147041320800781e+00
4.617805778980255127e-01,8.824504613876342773e-01,8.490538597106933594e-01,5.740126371383666992e-01,1.381098330020904541e-01,3.848004341125488281e-02,-3.030450582504272461e+00
6.788653731346130371e-01,1.464269757270812988e-01,3.733427226543426514e-01,2.875651419162750244e-01,3.049708604812622070e-01,6.652656793594360352e-01,-1.674475669860839844e+00
5.794549584388732910e-01,1.466646194458007812e-01,3.895623683929443359e-01,2.865640521049499512e-01,3.055185079574584961e-01,6.644638180732727051e-01,-2.137162923812866211e+00
3.634439706802368164e-01,8.824054002761840820e-01,8.415277600288391113e-01,5.739562511444091797e-01,1.414940208196640015e-01,3.854040428996086121e-02,-3.112111330032348633e+00
4.400768876075744629e-01,8.824938535690307617e-01,8.484270572662353516e-01,5.739724636077880859e-01,1.381988674402236938e-01,3.847710788249969482e-02,-3.135619878768920898e+00
7.432589530944824219e-01,3.898359835147857666e-01,8.176532983779907227e-01,2.910002768039703369e-01,1.759979426860809326e-01,9.534373283386230469e-01,-1.390314221382141113e+00
7.551010251045227051e-01,3.915375173091888428e-01,8.186780810356140137e-01,2.913090288639068604e-01,1.721262037754058838e-01,9.566056132316589355e-01,-1.378946542739868164e+00
4.851877391338348389e-01,8.824533224105834961e-01,8.495008349418640137e-01,5.739789009094238281e-01,1.387737542390823364e-01,3.848153352737426758e-02,-2.869057893753051758e+00
5.638726353645324707e-01,1.467260867357254028e-01,3.930404782295227051e-01,2.863157987594604492e-01,3.056378960609436035e-01,6.643087863922119141e-01,-2.209905862808227539e+00
6.340007185935974121e-01,1.464670747518539429e-01,3.793339431285858154e-01,2.871771752834320068e-01,3.051666021347045898e-01,6.649377942085266113e-01,-1.881761670112609863e+00
6.646498441696166992e-01,1.464228481054306030e-01,3.750260770320892334e-01,2.874490022659301758e-01,3.050077259540557861e-01,6.651786565780639648e-01,-1.739628553390502930e+00
5.885292291641235352e-01,1.465998589992523193e-01,3.876455724239349365e-01,2.867070138454437256e-01,3.054489195346832275e-01,6.645770668983459473e-01,-2.094681024551391602e+00
5.204683542251586914e-01,8.824368715286254883e-01,8.492139577865600586e-01,5.739814639091491699e-01,1.400647908449172974e-01,3.850549831986427307e-02,-2.550604343414306641e+00
5.470229983329772949e-01,1.468350440263748169e-01,3.970056772232055664e-01,2.860028147697448730e-01,3.058091402053833008e-01,6.641421318054199219e-01,-2.288096189498901367e+00
4.110859334468841553e-01,8.824514746665954590e-01,8.466059565544128418e-01,5.739898681640625000e-01,1.389297246932983398e-01,3.849048912525177002e-02,-3.200911760330200195e+00
7.764979004859924316e-01,3.942158222198486328e-01,8.202444314956665039e-01,2.918578088283538818e-01,1.656575351953506470e-01,9.616250395774841309e-01,-1.359672784805297852e+00
