environmental,controllable,controllable,controllable,controllable,controllable,output
5.021253306564921193e-02,3.166613765716183027e-01,1.231302334761311679e-01,9.956891770942050135e-01,4.680934303560925214e-01,2.555479625570213909e-01,5.332400548129667683e-03
2.882695756852626801e-03,2.621129155158996582e-01,3.568954765796661377e-01,8.098877072334289551e-01,1.328229010105133057e-01,5.908904671669006348e-01,1.147120222449302673e-01
0.000000000000000000e+00,2.644422352313995361e-01,2.447996139526367188e-01,2.649325430393218994e-01,5.649369955062866211e-01,7.847745418548583984e-01,7.471546530723571777e-01
2.855234406888484955e-02,4.994162321090698242e-01,3.198305070400238037e-01,0.000000000000000000e+00,8.457756638526916504e-01,6.902810931205749512e-01,2.348407804965972900e-01
3.015869110822677612e-02,2.092710137367248535e-01,2.147813141345977783e-01,4.253629967570304871e-02,4.970611035823822021e-01,7.850480675697326660e-01,7.306452393531799316e-01
2.807135879993438721e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.752158641815185547e-01,1.323738688370212913e-04
3.570736572146415710e-02,2.655192017555236816e-01,8.382197618484497070e-01,2.993495762348175049e-01,6.639414280652999878e-02,5.063719749450683594e-01,6.203373670578002930e-01
2.423520386219024658e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.462410926818847656e-01,1.000000000000000000e+00,4.689835011959075928e-01,5.950911901891231537e-03
1.825924962759017944e-02,2.367673814296722412e-01,0.000000000000000000e+00,1.662036627531051636e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.201439532451331615e-03
5.758678540587425232e-02,2.369044423103332520e-01,5.337783098220825195e-01,2.091996371746063232e-01,3.913003206253051758e-01,7.607893347740173340e-01,2.431768894195556641e+00
1.692593283951282501e-02,2.335980683565139771e-01,5.368006229400634766e-01,4.525857510218561999e-18,4.503760039806365967e-01,8.066765666007995605e-01,1.123107671737670898e+00
5.600059032440185547e-02,2.523896098136901855e-01,6.658028364181518555e-01,2.362464070320129395e-01,3.603969514369964600e-01,7.831636667251586914e-01,2.328306674957275391e+00
4.545792192220687866e-02,9.523388743400573730e-01,1.000000000000000000e+00,2.808756232261657715e-01,3.955190181732177734e-01,0.000000000000000000e+00,1.444837599992752075e-01
0.000000000000000000e+00,8.909530937671661377e-03,8.024896383285522461e-01,2.282837778329849243e-01,3.801560699939727783e-01,6.947497725486755371e-01,1.655423521995544434e+00
0.000000000000000000e+00,2.881124019622802734e-01,5.171110033988952637e-01,2.230483144521713257e-01,3.836847245693206787e-01,6.870537996292114258e-01,2.411007642745971680e+00
0.000000000000000000e+00,1.044636992468712944e-13,5.768657922744750977e-01,2.293398380279541016e-01,3.711490333080291748e-01,1.000000000000000000e+00,9.493793845176696777e-01
4.322113096714019775e-02,2.641150653362274170e-01,1.000000000000000000e+00,2.477840483188629150e-01,3.914669454097747803e-01,7.364033460617065430e-01,1.170743823051452637e+00
