environmental,controllable,controllable,controllable,controllable,controllable,output
1.407040283083915710e-02,1.506131142377853394e-01,4.811476767063140869e-01,2.744118273258209229e-01,3.121156692504882812e-01,6.570453047752380371e-01,-2.901656150817871094e+00
1.975420266389846802e-01,1.500400304794311523e-01,4.772764444351196289e-01,2.752283513545989990e-01,3.117115795612335205e-01,6.572448015213012695e-01,-3.322157621383666992e+00
1.310287714004516602e-01,1.504072397947311401e-01,4.817903041839599609e-01,2.740527391433715820e-01,3.123676180839538574e-01,6.565882563591003418e-01,-3.260464668273925781e+00
3.331734240055084229e-02,1.506190299987792969e-01,4.819881021976470947e-01,2.741133868694305420e-01,3.122716546058654785e-01,6.568499207496643066e-01,-2.979713201522827148e+00
1.059911400079727173e-01,1.505780369043350220e-01,4.825595617294311523e-01,2.738600671291351318e-01,3.124632239341735840e-01,6.565440297126770020e-01,-3.208984136581420898e+00
1.702502220869064331e-01,1.502263695001602173e-01,4.795881807804107666e-01,2.746342122554779053e-01,3.120759129524230957e-01,6.569395661354064941e-01,-3.310171127319335938e+00
1.468281596899032593e-01,1.503200232982635498e-01,4.810245037078857422e-01,2.742995917797088623e-01,3.122345805168151855e-01,6.566598415374755859e-01,-3.285085678100585938e+00
2.039247304201126099e-01,1.500249654054641724e-01,4.766359031200408936e-01,2.753823697566986084e-01,3.116321563720703125e-01,6.573213934898376465e-01,-3.322307109832763672e+00
5.972034856677055359e-02,1.506033837795257568e-01,4.826713204383850098e-01,2.738925218582153320e-01,3.124321699142456055e-01,6.566229462623596191e-01,-3.075779438018798828e+00
2.400980144739151001e-01,1.497001647949218750e-01,4.723718166351318359e-01,2.764365971088409424e-01,3.110257983207702637e-01,6.578753590583801270e-01,-3.304673194885253906e+00
2.765831053256988525e-01,1.493855118751525879e-01,4.668469130992889404e-01,2.776151001453399658e-01,3.103730082511901855e-01,6.586835384368896484e-01,-3.256686210632324219e+00
1.190479770302772522e-01,1.504428386688232422e-01,4.822117388248443604e-01,2.739463448524475098e-01,3.124445378780364990e-01,6.565344333648681641e-01,-3.237713575363159180e+00
2.123984396457672119e-01,1.499503552913665771e-01,4.757428765296936035e-01,2.755947113037109375e-01,3.114932775497436523e-01,6.574669480323791504e-01,-3.320972919464111328e+00
2.590127885341644287e-01,1.495836973190307617e-01,4.696703553199768066e-01,2.770140171051025391e-01,3.106880784034729004e-01,6.583015918731689453e-01,-3.283413410186767578e+00
7.843987643718719482e-02,1.505903154611587524e-01,4.828370511531829834e-01,2.738099098205566406e-01,3.124865889549255371e-01,6.565428376197814941e-01,-3.135355234146118164e+00
2.521994709968566895e-01,1.496133357286453247e-01,4.706918299198150635e-01,2.767942845821380615e-01,3.108299076557159424e-01,6.581799983978271484e-01,-3.291989564895629883e+00
1.397308260202407837e-01,1.503822356462478638e-01,4.814560413360595703e-01,2.741526365280151367e-01,3.123098015785217285e-01,6.566490530967712402e-01,-3.274788141250610352e+00
9.049421176314353943e-03,1.506204009056091309e-01,4.808595478534698486e-01,2.744835019111633301e-01,3.120648562908172607e-01,6.571010947227478027e-01,-2.880281925201416016e+00
1.799713969230651855e-01,1.501543670892715454e-01,4.788295030593872070e-01,2.748318016529083252e-01,3.119333982467651367e-01,6.570113301277160645e-01,-3.316561937332153320e+00
4.972320795059204102e-02,1.506108492612838745e-01,4.824735820293426514e-01,2.739626169204711914e-01,3.123858869075775146e-01,6.566863656044006348e-01,-3.040995597839355469e+00
1.553988456726074219e-01,1.502978354692459106e-01,4.805669188499450684e-01,2.743841409683227539e-01,3.121896088123321533e-01,6.567552089691162109e-01,-3.295852661132812500e+00
9.657330065965652466e-02,1.505259424448013306e-01,4.827125668525695801e-01,2.738242149353027344e-01,3.124793171882629395e-01,6.565011739730834961e-01,-3.185766696929931641e+00
2.255729883909225464e-01,1.498303264379501343e-01,4.742446243762969971e-01,2.759819924831390381e-01,3.112849891185760498e-01,6.576874256134033203e-01,-3.315471887588500977e+00
2.257791534066200256e-02,1.506258696317672729e-01,4.815576672554016113e-01,2.742845118045806885e-01,3.121814727783203125e-01,6.569560170173645020e-01,-2.936938524246215820e+00
6.804049015045166016e-02,1.506320536136627197e-01,4.827228486537933350e-01,2.738635540008544922e-01,3.124543130397796631e-01,6.565480232238769531e-01,-3.103174209594726562e+00
