environmental,controllable,controllable,controllable,controllable,controllable,output
4.295027058561068367e-01,7.215511403752113972e-01,5.866667572497920036e-01,5.669406885718906164e-01,4.589213220658650005e-02,6.003699530747810265e-01,1.764130161121929830e-01
4.584996700286865234e-01,6.888543069362640381e-02,3.612228631973266602e-01,8.547856211662292480e-01,7.809242010116577148e-01,1.853436380624771118e-01,9.089676663279533386e-03
4.193054735660552979e-01,7.074569463729858398e-01,8.557013273239135742e-01,6.669214367866516113e-01,1.534443497657775879e-01,5.274053215980529785e-01,1.864517927169799805e-01
3.844577968120574951e-01,5.930694341659545898e-01,2.842245101928710938e-01,6.723133325576782227e-01,9.477179646492004395e-01,2.702156305313110352e-01,6.437569260597229004e-01
3.671531975269317627e-01,5.673863887786865234e-01,1.536281257867813110e-01,6.277210116386413574e-01,8.029484748840332031e-01,2.701439857482910156e-01,6.031922101974487305e-01
3.929958045482635498e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.013421032545995026e-14,1.000000000000000000e+00,1.000000000000000000e+00,8.877099025994539261e-05
3.791585266590118408e-01,5.904891490936279297e-01,1.435479074716567993e-01,1.585253792173047112e-16,1.000000000000000000e+00,1.000000000000000000e+00,4.335620440542697906e-03
3.295001089572906494e-01,4.579421877861022949e-01,9.267912507057189941e-01,8.403227329254150391e-01,1.000000000000000000e+00,2.704873681068420410e-01,1.485477536916732788e-01
3.081469237804412842e-01,1.511240005493164062e-02,3.683148622512817383e-01,6.628161668777465820e-01,4.541957378387451172e-01,2.735436558723449707e-01,1.701892614364624023e-01
3.561180233955383301e-01,4.814180135726928711e-01,6.160999536514282227e-01,1.561532318592071533e-01,7.386566400527954102e-01,1.592087596654891968e-01,2.116930931806564331e-01
3.191597461700439453e-01,6.066465377807617188e-01,1.933208666741847992e-02,5.953269600868225098e-01,8.152563571929931641e-01,2.700660526752471924e-01,6.620169281959533691e-01
3.188915848731994629e-01,6.053683161735534668e-01,6.125133999007853058e-16,1.932667493820190430e-01,0.000000000000000000e+00,1.722103208303451538e-01,2.976921498775482178e-01
3.058588206768035889e-01,6.088095903396606445e-01,0.000000000000000000e+00,2.555076479911804199e-01,2.434468418359756470e-01,2.944616079330444336e-01,5.554102063179016113e-01
2.723516523838043213e-01,6.072728037834167480e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.686771452426910400e-01,2.573539614677429199e-01,1.054274439811706543e-01
2.486265301704406738e-01,7.888894081115722656e-01,1.250752210617065430e-01,5.677497982978820801e-01,1.000000000000000000e+00,2.778340876102447510e-01,7.931914329528808594e-01
2.905887961387634277e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.516732335090637207e-01,1.000000000000000000e+00,2.773213386535644531e-01,9.122935533523559570e-01
2.715385258197784424e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.925325155258178711e-01,1.000000000000000000e+00,2.192830145359039307e-01,1.187045693397521973e+00
2.698353528976440430e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.116598248481750488e-01,1.000000000000000000e+00,1.747051626443862915e-01,1.421030640602111816e+00
2.640832662582397461e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.281920075416564941e-01,1.000000000000000000e+00,9.349581599235534668e-02,1.694918513298034668e+00
2.984099388122558594e-01,1.000000000000000000e+00,4.377726208881077552e-13,6.315091848373413086e-01,1.000000000000000000e+00,4.675972741097211838e-03,2.004402637481689453e+00
2.747108042240142822e-01,1.000000000000000000e+00,9.999998211860656738e-01,6.126946210861206055e-01,5.886216314365810831e-08,1.051683254371660325e-10,2.073168039321899414e+00
2.586312890052795410e-01,7.350452542304992676e-01,9.365941286087036133e-01,1.000000000000000000e+00,9.525462985038757324e-01,1.000000000000000000e+00,1.251409528777003288e-03
2.709459960460662842e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.755842328071594238e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.912969470024108887e+00
3.154599070549011230e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.664792895317077637e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.249414920806884766e+00
3.303876519203186035e-01,5.409228205680847168e-01,9.202870726585388184e-01,6.402152776718139648e-01,6.196258068084716797e-01,1.086402498185634613e-02,1.058189272880554199e+00
3.144693076610565186e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.524983882904052734e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.777206540107727051e+00
2.979519367218017578e-01,6.891469936817884445e-03,1.671283543109893799e-01,8.604766726493835449e-01,3.002488017082214355e-01,7.142874598503112793e-01,9.946751594543457031e-02
2.629252970218658447e-01,9.429242461919784546e-02,9.694678783416748047e-01,2.481200695037841797e-01,6.476730108261108398e-01,9.712549448013305664e-01,1.367482095956802368e-01
2.725055217742919922e-01,9.615842103958129883e-01,4.305793046951293945e-01,3.697757720947265625e-01,6.611039042472839355e-01,1.344662439078092575e-02,1.423276662826538086e+00
2.739413082599639893e-01,9.607202410697937012e-01,7.540407180786132812e-01,1.314883232116699219e-01,1.039062533527612686e-02,1.081494614481925964e-01,3.054298758506774902e-01
2.813502550125122070e-01,9.193061850965023041e-03,1.886158138513565063e-01,4.026062786579132080e-01,7.060561776161193848e-01,2.246053423732519150e-03,1.100384816527366638e-02
2.674340605735778809e-01,6.230185627937316895e-01,5.714114904403686523e-01,1.105971820652484894e-02,2.686240971088409424e-01,5.568047165870666504e-01,7.856547236442565918e-01
3.049554526805877686e-01,1.707403338514268398e-03,4.887077212333679199e-01,4.003934264183044434e-01,6.457619071006774902e-01,6.133727431297302246e-01,6.673960685729980469e-01
3.230939209461212158e-01,9.995696544647216797e-01,9.175464510917663574e-01,6.476031541824340820e-01,1.923369802534580231e-02,7.256378233432769775e-02,2.386571168899536133e+00
3.694216907024383545e-01,8.951444029808044434e-01,8.573395609855651855e-01,4.897982180118560791e-01,2.082498185336589813e-02,2.015253454446792603e-01,2.011991977691650391e+00
3.952797353267669678e-01,9.980489015579223633e-01,1.000000000000000000e+00,5.756168365478515625e-01,0.000000000000000000e+00,5.277657136321067810e-02,2.859174013137817383e+00
4.025458693504333496e-01,8.017356395721435547e-01,9.458125233650207520e-01,3.762217760086059570e-01,1.941677331924438477e-01,7.561606913805007935e-02,2.024710893630981445e+00
4.489963948726654053e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.453689098358154297e-01,0.000000000000000000e+00,3.440790995955467224e-02,2.744277954101562500e+00
4.123728871345520020e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.311382412910461426e-01,1.636671576044079757e-09,4.190536588430404663e-02,2.805646896362304688e+00
4.171140789985656738e-01,7.663202285766601562e-01,4.153779447078704834e-01,5.067437887191772461e-01,5.324075222015380859e-01,8.059653453528881073e-03,2.633979797363281250e+00
3.934554457664489746e-01,9.111120104789733887e-01,1.000000000000000000e+00,5.652528405189514160e-01,0.000000000000000000e+00,3.148839622735977173e-02,3.162577867507934570e+00
4.239055216312408447e-01,2.435443550348281860e-01,4.053198397159576416e-01,3.596717491745948792e-02,3.112521469593048096e-01,6.140870451927185059e-01,1.524125456809997559e+00
4.701451659202575684e-01,8.562216758728027344e-01,1.000000000000000000e+00,6.002372503280639648e-01,0.000000000000000000e+00,1.514384709298610687e-02,2.911848068237304688e+00
4.673343002796173096e-01,9.001976847648620605e-01,3.914444446563720703e-01,7.590416669845581055e-01,4.316299259662628174e-01,2.709495462477207184e-02,2.074552297592163086e+00
4.531000852584838867e-01,7.699993997812271118e-02,8.674895763397216797e-01,2.545123100280761719e-01,6.391839385032653809e-01,4.812832772731781006e-01,2.316704988479614258e-01
4.224469363689422607e-01,1.653007864952087402e-01,8.225267529487609863e-01,6.980410814285278320e-01,5.734790563583374023e-01,9.930206537246704102e-01,1.554384976625442505e-01
4.220420718193054199e-01,9.926942586898803711e-01,5.388497710227966309e-01,6.146998405456542969e-01,2.950640618801116943e-01,9.506626129150390625e-01,4.728646576404571533e-02
4.487322866916656494e-01,8.028100132942199707e-01,9.929494857788085938e-01,6.062771081924438477e-01,6.110087037086486816e-01,1.270651351660490036e-02,2.812632799148559570e+00
4.401443600654602051e-01,6.513143330812454224e-02,9.888492524623870850e-02,6.373605877161026001e-02,6.991051435470581055e-01,8.693768382072448730e-01,7.660098373889923096e-02
