environmental,controllable,controllable,controllable,controllable,controllable,output
2.849524159997700590e-01,1.096292118329339482e-01,6.569770151391215451e-01,3.064395167552386168e-01,8.628667164584769012e-02,6.386892538713726530e-01,1.348466514912152414e+00
3.232027590274810791e-01,9.299868345260620117e-01,9.400054812431335449e-01,5.909287929534912109e-01,9.707147479057312012e-01,1.570669561624526978e-01,2.132677793502807617e+00
3.371880352497100830e-01,6.236857175827026367e-01,9.714990854263305664e-01,5.473346114158630371e-01,9.527173638343811035e-01,6.217535585165023804e-02,1.587217807769775391e+00
3.410545289516448975e-01,9.404239654541015625e-01,2.715854942798614502e-01,5.012180805206298828e-01,7.131047248840332031e-01,6.372660398483276367e-01,4.004391282796859741e-02
3.143865168094635010e-01,1.000000000000000000e+00,8.560517430305480957e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.388601541519165039e-02
3.066923916339874268e-01,1.000000000000000000e+00,8.947438597679138184e-01,6.064910292625427246e-01,9.674547910690307617e-01,2.553638219833374023e-01,1.157657504081726074e+00
3.056811392307281494e-01,1.000000000000000000e+00,9.452143907546997070e-01,9.418426156044006348e-01,1.000000000000000000e+00,2.023910582065582275e-01,3.979017734527587891e-01
3.026653528213500977e-01,2.943356037139892578e-01,9.014235138893127441e-01,3.872498273849487305e-01,2.219011485576629639e-01,2.535180151462554932e-01,4.160021245479583740e-01
2.556264102458953857e-01,1.000000000000000000e+00,9.502290487289428711e-01,6.222175359725952148e-01,1.000000000000000000e+00,1.986816078424453735e-01,1.236545443534851074e+00
2.544250190258026123e-01,6.447626352310180664e-01,9.399772882461547852e-01,5.112549662590026855e-01,9.044345617294311523e-01,2.726655900478363037e-01,5.853462815284729004e-01
2.584954798221588135e-01,1.000000000000000000e+00,8.820592761039733887e-01,5.946996212005615234e-01,9.863059520721435547e-01,9.298138320446014404e-02,1.762986660003662109e+00
3.010758757591247559e-01,8.474102616310119629e-02,1.000000000000000000e+00,5.790373682975769043e-01,7.308997511863708496e-01,1.396621018648147583e-01,1.833117008209228516e-02
3.228830397129058838e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.010770797729492188e-01,9.597330689430236816e-01,1.328972280025482178e-01,2.082160711288452148e+00
2.849743962287902832e-01,9.173090457916259766e-01,1.000000000000000000e+00,5.113617181777954102e-01,7.426637411117553711e-01,1.010559126734733582e-01,2.168854951858520508e+00
