environmental,controllable,controllable,controllable,controllable,controllable,output
6.841790730126997566e-01,6.115988916275706400e-01,6.811283187710328590e-01,1.717827072613331563e-01,8.882993830336149976e-01,8.263791429238547259e-01,1.553605672032529021e-02
6.636328101158142090e-01,2.783151268959045410e-01,1.865063980221748352e-02,9.410340785980224609e-01,2.930819392204284668e-01,2.313406914472579956e-01,1.237691286951303482e-02
6.504453420639038086e-01,9.254446029663085938e-01,9.709693193435668945e-01,3.092150762677192688e-02,7.252054214477539062e-01,5.789846777915954590e-01,4.477981943637132645e-03
6.645579934120178223e-01,6.832867860794067383e-02,8.867298811674118042e-02,1.966501623392105103e-01,9.679445624351501465e-01,2.205261401832103729e-02,1.203123596496880054e-03
6.418412923812866211e-01,2.069533467292785645e-01,9.594661593437194824e-01,8.182160258293151855e-01,1.559826824814081192e-02,3.405615091323852539e-01,1.225812919437885284e-02
6.441167593002319336e-01,9.095186591148376465e-01,7.435751557350158691e-01,9.926484823226928711e-01,5.600149184465408325e-02,1.262905895709991455e-01,1.869651526212692261e-01
6.239888668060302734e-01,9.477725625038146973e-01,9.295215606689453125e-01,9.568462371826171875e-01,4.058409109711647034e-02,4.144449234008789062e-01,4.420933127403259277e-02
6.436384916305541992e-01,6.241096258163452148e-01,5.686613172292709351e-02,2.693463563919067383e-01,9.745196104049682617e-01,3.388648927211761475e-01,7.123941928148269653e-02
6.265581250190734863e-01,3.301887214183807373e-01,4.104465246200561523e-01,2.002427726984024048e-01,9.451755285263061523e-01,7.400807142257690430e-01,4.119461402297019958e-02
6.379056572914123535e-01,1.189668923616409302e-01,2.787127196788787842e-01,5.164114236831665039e-01,3.451043963432312012e-01,9.298006296157836914e-01,6.046487092971801758e-01
6.319469213485717773e-01,1.100901365280151367e-01,8.172363787889480591e-02,5.408008694648742676e-01,4.426329731941223145e-01,9.357017874717712402e-01,3.499834835529327393e-01
6.715184450149536133e-01,1.189631149172782898e-01,5.663447380065917969e-01,5.624170303344726562e-01,4.280349910259246826e-01,9.275127649307250977e-01,3.932730257511138916e-01
6.827078461647033691e-01,6.424823403358459473e-01,3.961892053484916687e-02,4.807921051979064941e-01,2.428908795118331909e-01,9.178341627120971680e-01,2.272118330001831055e-01
6.415367126464843750e-01,7.039102911949157715e-01,7.016707062721252441e-01,7.154274582862854004e-01,9.472095966339111328e-01,9.306627511978149414e-01,2.695877803489565849e-03
5.949448943138122559e-01,6.366721987724304199e-01,3.490289449691772461e-01,2.820513844490051270e-01,3.533862233161926270e-01,1.000000000000000000e+00,3.537440299987792969e-01
5.516742467880249023e-01,7.849871485932123985e-16,3.328380584716796875e-01,5.378366708755493164e-01,3.332139253616333008e-01,9.784125089645385742e-01,5.039613246917724609e-01
5.044102072715759277e-01,1.327914297580718994e-01,2.630050480365753174e-01,8.983059525489807129e-01,3.432199060916900635e-01,8.653358817100524902e-01,4.312630742788314819e-02
5.078861713409423828e-01,1.608274132013320923e-02,4.301814138889312744e-01,4.863411784172058105e-01,3.484508097171783447e-01,9.456953406333923340e-01,8.082653284072875977e-01
4.852576553821563721e-01,2.759563028812408447e-01,5.996072292327880859e-01,9.354647994041442871e-01,2.475214451551437378e-01,9.620136618614196777e-01,3.366681337356567383e-01
4.440422356128692627e-01,5.105564594268798828e-01,3.298290818929672241e-02,7.858569025375323054e-18,3.537619411945343018e-01,9.508599638938903809e-01,3.020325303077697754e-01
4.671552479267120361e-01,2.000008821487426758e-01,1.684524267911911011e-01,5.730919241905212402e-01,3.524859845638275146e-01,9.510855674743652344e-01,5.316535830497741699e-01
4.239786863327026367e-01,2.878241240978240967e-01,9.093337655067443848e-01,3.678027391433715820e-01,2.006235122680664062e-01,9.698275923728942871e-01,1.394261240959167480e+00
4.587894380092620850e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.647893369197845459e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.055057626217603683e-02
4.809330999851226807e-01,5.532453060150146484e-01,1.000000000000000000e+00,3.802114725112915039e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.031573327258229256e-03
4.619490802288055420e-01,1.762015223503112793e-01,1.000000000000000000e+00,3.360013961791992188e-01,1.601170152425765991e-01,9.838325381278991699e-01,7.878613471984863281e-01
4.867112934589385986e-01,8.894816040992736816e-01,9.431478977203369141e-01,6.564301848411560059e-01,5.604671314358711243e-02,9.461884498596191406e-01,1.036106422543525696e-01
5.356284379959106445e-01,1.008505672216415405e-01,7.209364771842956543e-01,1.312835365533828735e-01,3.795331418514251709e-01,9.834401011466979980e-01,7.871425747871398926e-01
5.400080084800720215e-01,1.047614961862564087e-01,5.867236256599426270e-01,2.777822911739349365e-01,2.622425928711891174e-02,7.367764711380004883e-01,6.281652450561523438e-01
5.315219759941101074e-01,2.544386386871337891e-01,9.100058078765869141e-01,1.493368297815322876e-01,2.386218458414077759e-01,5.217915177345275879e-01,8.873956799507141113e-01
5.093634724617004395e-01,2.089131623506546021e-01,1.849084049463272095e-01,9.478039108216762543e-03,1.579398065805435181e-01,9.239497780799865723e-01,4.240845143795013428e-01
4.720778167247772217e-01,4.159521162509918213e-01,8.644033074378967285e-01,2.262278497219085693e-01,2.822610735893249512e-01,5.400796532630920410e-01,1.134454846382141113e+00
5.079291462898254395e-01,1.792010664939880371e-01,8.917100429534912109e-01,4.365453422069549561e-01,2.720044553279876709e-01,6.878744959831237793e-01,1.285635590553283691e+00
5.181947946548461914e-01,3.763906044665750938e-16,7.704088091850280762e-01,3.978261351585388184e-01,2.388285845518112183e-01,1.000000000000000000e+00,7.285280227661132812e-01
5.077168345451354980e-01,3.123243749141693115e-01,8.084212541580200195e-01,3.984513580799102783e-01,2.614772319793701172e-01,1.000000000000000000e+00,1.410306096076965332e+00
4.957573711872100830e-01,3.022021651268005371e-01,7.977255582809448242e-01,3.937489390373229980e-01,2.596232295036315918e-01,5.462130308151245117e-01,1.319601178169250488e+00
5.365592241287231445e-01,3.407685160636901855e-01,9.748438596725463867e-01,4.157758951187133789e-01,2.686604559421539307e-01,1.000000000000000000e+00,9.851070642471313477e-01
5.161781907081604004e-01,2.680137455463409424e-01,6.728038787841796875e-01,3.689384758472442627e-01,2.580514848232269287e-01,1.000000000000000000e+00,1.228891611099243164e+00
4.789238274097442627e-01,2.686119377613067627e-01,7.717881798744201660e-01,3.894372880458831787e-01,2.911710441112518311e-01,5.274270772933959961e-01,1.445502638816833496e+00
4.616619646549224854e-01,2.700377404689788818e-01,7.880710363388061523e-01,3.971190750598907471e-01,2.924869656562805176e-01,1.000000000000000000e+00,1.351758480072021484e+00
4.143847823143005371e-01,2.863771319389343262e-01,7.799516320228576660e-01,3.905206024646759033e-01,2.691787779331207275e-01,3.247029185295104980e-01,7.304435968399047852e-01
3.816028535366058350e-01,3.165277242660522461e-01,7.722975015640258789e-01,3.759584426879882812e-01,2.781167328357696533e-01,8.231610655784606934e-01,1.981576442718505859e+00
3.444831371307373047e-01,3.199597895145416260e-01,7.237624526023864746e-01,3.707458376884460449e-01,2.852717041969299316e-01,7.737368941307067871e-01,2.183017253875732422e+00
3.891515135765075684e-01,3.069837093353271484e-01,6.331567764282226562e-01,3.433534502983093262e-01,3.009964525699615479e-01,7.356281280517578125e-01,2.385228633880615234e+00
4.166504740715026855e-01,4.662663638591766357e-01,5.475319027900695801e-01,2.037010043859481812e-01,1.852236986160278320e-01,7.425187826156616211e-01,1.469344258308410645e+00
4.266161918640136719e-01,3.289064168930053711e-01,6.449158787727355957e-01,2.885404229164123535e-01,4.820194542407989502e-01,6.102873086929321289e-01,1.416080713272094727e+00
4.239914417266845703e-01,6.136174798011779785e-01,7.554376721382141113e-01,5.652816295623779297e-01,4.295057654380798340e-01,6.049941182136535645e-01,4.138224422931671143e-01
4.270670711994171143e-01,2.230257093906402588e-01,1.862208098173141479e-01,2.849133610725402832e-01,1.496835649013519287e-01,4.469801783561706543e-01,1.155644655227661133e+00
4.143145084381103516e-01,4.540647268295288086e-01,6.784598231315612793e-01,4.970851540565490723e-01,9.947980195283889771e-02,9.845008850097656250e-01,1.032303452491760254e+00
3.832201957702636719e-01,3.196868002414703369e-01,5.875467061996459961e-01,2.973255217075347900e-01,2.221821546554565430e-01,9.246851205825805664e-01,1.601567029953002930e+00
3.904209733009338379e-01,2.375785857439041138e-01,3.367571830749511719e-01,3.694079220294952393e-01,4.599676430225372314e-01,6.868031620979309082e-01,1.781082391738891602e+00
3.615952432155609131e-01,2.869077324867248535e-01,2.801564633846282959e-01,4.303483366966247559e-01,3.453771173954010010e-01,5.675606131553649902e-01,2.004037380218505859e+00
3.661094307899475098e-01,3.034498393535614014e-01,5.523859858512878418e-01,3.133700489997863770e-01,4.562109410762786865e-01,8.498277664184570312e-01,1.505118370056152344e+00
3.946240246295928955e-01,6.141787022352218628e-02,5.109100341796875000e-01,2.523776292800903320e-01,4.218210875988006592e-01,7.832855582237243652e-01,2.041963338851928711e+00
4.262375533580780029e-01,3.492065966129302979e-01,3.321275115013122559e-01,3.087264895439147949e-01,2.427974790334701538e-01,5.228076577186584473e-01,1.912839174270629883e+00
4.286552965641021729e-01,2.080163210630416870e-01,4.992603957653045654e-01,3.040956258773803711e-01,3.224508762359619141e-01,6.676129698753356934e-01,2.723056793212890625e+00
4.556938707828521729e-01,1.517905145883560181e-01,4.622886180877685547e-01,2.551751434803009033e-01,3.271812796592712402e-01,6.341596841812133789e-01,2.632772445678710938e+00
4.089227914810180664e-01,3.482768833637237549e-01,6.082534193992614746e-01,1.102491989731788635e-01,2.960023283958435059e-01,7.502172589302062988e-01,1.802328348159790039e+00
3.898248672485351562e-01,1.776380538940429688e-01,4.857699275016784668e-01,2.986326217651367188e-01,3.215363621711730957e-01,6.561039686203002930e-01,2.912189245223999023e+00
