environmental,controllable,controllable,controllable,controllable,controllable,output
4.141647577752242126e-01,8.049187553032921549e-02,8.812923216974849483e-01,7.174527650052174854e-01,4.758650304138182241e-01,8.554441103260166379e-01,2.168147255654990224e-01
3.667789697647094727e-01,9.628093242645263672e-01,4.381584376096725464e-02,3.070978820323944092e-01,3.112010061740875244e-01,6.607926636934280396e-02,1.395991325378417969e+00
3.649465143680572510e-01,9.991846680641174316e-01,1.081158756278455257e-03,2.755600512027740479e-01,3.305726945400238037e-01,1.395069295540452003e-03,1.081707358360290527e+00
3.209709525108337402e-01,8.937012553215026855e-01,1.246775835752487183e-01,3.681864440441131592e-01,2.730381488800048828e-01,1.894569247961044312e-01,1.363470315933227539e+00
3.309096097946166992e-01,8.404410481452941895e-01,1.000000000000000000e+00,9.724541902542114258e-01,3.353444859385490417e-02,1.000000000000000000e+00,1.111277639865875244e-01
3.274846971035003662e-01,4.438973992391568799e-15,2.199872881174087524e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.348607177846133709e-04
2.894963324069976807e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.835393905639648438e-01,7.751175435259938240e-04
2.872134149074554443e-01,9.292284846305847168e-01,8.337865769863128662e-02,3.334099054336547852e-01,3.085316121578216553e-01,1.137481778860092163e-01,1.267292261123657227e+00
2.510178685188293457e-01,4.219443683339818563e-10,1.000000000000000000e+00,3.981589078903198242e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.455899354070425034e-03
2.791335284709930420e-01,7.935072183609008789e-01,1.307782810181379318e-02,2.129791378974914551e-01,9.334886446595191956e-03,9.264510273933410645e-01,7.007485628128051758e-02
2.779324054718017578e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.653503187000751495e-03,1.000000000000000000e+00,2.319574505090713501e-01,4.761223867535591125e-02
2.767523229122161865e-01,1.343525014817714691e-03,2.858816665113252803e-16,2.153125852346420288e-01,3.095656633377075195e-01,2.351852953433990479e-01,4.875471889972686768e-01
2.499736994504928589e-01,1.000000000000000000e+00,2.083219438791275024e-01,5.033604502677917480e-01,9.956869482994079590e-02,8.898442983627319336e-02,1.717069983482360840e+00
2.080765068531036377e-01,1.000000000000000000e+00,8.335705399513244629e-01,1.236624494194984436e-01,6.088753192769452011e-15,1.323078274726867676e-01,1.763760298490524292e-01
1.904394030570983887e-01,1.000000000000000000e+00,2.690923213958740234e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.426441282021512994e-15,2.061820924282073975e-01
2.101187855005264282e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.871133863925933838e-01,1.000000000000000000e+00,3.328469541069687017e-15,1.216277956962585449e+00
2.251708358526229858e-01,1.000000000000000000e+00,2.697308659553527832e-01,4.531213641166687012e-01,1.851656241996365248e-16,1.234159432351589203e-02,1.392217040061950684e+00
1.895524263381958008e-01,1.000000000000000000e+00,1.833821833133697510e-01,5.395358800888061523e-01,5.551334081142647939e-15,1.746205836534500122e-01,9.727248549461364746e-01
1.931923031806945801e-01,8.108065724372863770e-01,1.020909324288368225e-01,6.673725247383117676e-01,5.043484568595886230e-01,0.000000000000000000e+00,1.234394192695617676e+00
2.153586149215698242e-01,5.594679117202758789e-01,7.213526219129562378e-02,7.216391563415527344e-01,9.577221870422363281e-01,5.665960907936096191e-01,1.290701702237129211e-02
2.040861696004867554e-01,1.794399768114089966e-01,3.370153307914733887e-01,4.710568785667419434e-01,8.128114044666290283e-02,1.152295805513858795e-02,6.241351366043090820e-02
1.696892678737640381e-01,8.146401047706604004e-01,2.044451981782913208e-01,4.487517774105072021e-01,7.201504111289978027e-01,4.067060723900794983e-02,9.727547168731689453e-01
1.363674104213714600e-01,2.545013129711151123e-01,7.909146547317504883e-01,7.569516450166702271e-02,6.674109697341918945e-01,6.641999483108520508e-01,4.988846778869628906e-01
1.273793131113052368e-01,8.003235459327697754e-01,6.960560679435729980e-01,6.667734980583190918e-01,4.534484446048736572e-01,7.491686940193176270e-02,7.386040091514587402e-01
1.351421773433685303e-01,3.151575922966003418e-01,7.732694745063781738e-01,4.445980489253997803e-02,5.503398776054382324e-01,3.495256602764129639e-01,4.094911813735961914e-01
1.070305705070495605e-01,8.953647017478942871e-01,2.155407220125198364e-01,7.610241770744323730e-01,9.541567564010620117e-01,9.600789546966552734e-01,1.301335054449737072e-03
5.789553374052047729e-02,2.958040237426757812e-01,9.115321636199951172e-01,6.206150632351636887e-03,4.796159565448760986e-01,9.889739751815795898e-01,4.867669641971588135e-01
7.401837408542633057e-02,2.656208234839141369e-04,1.508837193250656128e-01,2.941054701805114746e-01,4.363078624010086060e-02,6.702238321304321289e-01,7.690212130546569824e-01
9.598799794912338257e-02,2.200640551745891571e-02,2.109501324594020844e-02,5.463330149650573730e-01,4.742930531501770020e-01,5.348343849182128906e-01,6.153941750526428223e-01
7.110277563333511353e-02,1.020005159080028534e-02,8.863031268119812012e-01,7.649012804031372070e-01,1.670716851949691772e-01,8.364678621292114258e-01,2.468885481357574463e-01
5.843847244977951050e-02,9.231148958206176758e-01,4.314498603343963623e-01,3.673673868179321289e-01,1.428727656602859497e-01,3.559099733829498291e-01,1.804648637771606445e-01
1.071308106184005737e-01,8.508898019790649414e-01,2.310095280408859253e-01,4.448440670967102051e-01,1.615074872970581055e-01,1.201873943209648132e-01,5.576938986778259277e-01
1.151209324598312378e-01,8.206782937049865723e-01,8.480784296989440918e-01,2.760784933343529701e-03,6.899450439959764481e-03,9.267604351043701172e-01,2.243952006101608276e-01
