environmental,controllable,controllable,controllable,controllable,controllable,output
7.797101110336928098e-01,5.497185040998837646e-01,4.471662670954661412e-01,7.214625557032170455e-01,2.689165808293479953e-01,3.892868784860841203e-01,7.376372775168552054e-02
7.347885370254516602e-01,5.264906883239746094e-01,4.820197224617004395e-01,6.910499930381774902e-01,2.196519076824188232e-01,7.184219956398010254e-01,1.817480623722076416e-01
7.378647327423095703e-01,7.385798096656799316e-01,3.531245291233062744e-01,5.407541990280151367e-01,7.695360183715820312e-01,9.442579150199890137e-01,3.816247917711734772e-03
7.057456374168395996e-01,5.159801840782165527e-01,4.473820924758911133e-01,4.421841502189636230e-01,1.365621387958526611e-01,2.187651842832565308e-01,2.178709357976913452e-01
7.160281538963317871e-01,4.392703175544738770e-01,7.553060650825500488e-01,3.440603613853454590e-01,1.514668762683868408e-01,5.219216942787170410e-01,5.134634971618652344e-01
6.984744668006896973e-01,5.742613598704338074e-02,9.562036395072937012e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.318044193089008331e-03
6.741326451301574707e-01,6.425022482872009277e-01,5.585082769393920898e-01,8.633925318717956543e-01,6.722061038017272949e-01,8.899806141853332520e-01,1.467491127550601959e-02
6.619448065757751465e-01,3.423714339733123779e-01,4.544518887996673584e-02,5.482338666915893555e-01,8.888559341430664062e-01,5.577989816665649414e-01,4.110334906727075577e-03
6.134809851646423340e-01,1.403737347573041916e-02,1.711731404066085815e-01,5.406722426414489746e-02,1.739160418510437012e-01,8.875857591629028320e-01,5.068178772926330566e-01
6.487812995910644531e-01,2.662206888198852539e-01,8.435611724853515625e-01,1.746649891138076782e-01,1.587019264698028564e-01,7.820828557014465332e-01,1.103702425956726074e+00
6.974439620971679688e-01,2.386096268892288208e-01,9.685924053192138672e-01,7.001396268606185913e-02,8.332950063049793243e-03,9.065451622009277344e-01,5.901973843574523926e-01
6.902986168861389160e-01,0.000000000000000000e+00,1.456134318945352399e-18,1.848043054342269897e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.652810024097561836e-04
6.775799393653869629e-01,2.324635088443756104e-01,9.577400088310241699e-01,9.443022310733795166e-02,2.287645488977432251e-01,8.531071543693542480e-01,8.288752436637878418e-01
6.962061524391174316e-01,4.289152920246124268e-01,5.808891057968139648e-01,0.000000000000000000e+00,1.793727874755859375e-01,7.129641175270080566e-01,4.944997131824493408e-01
6.632428765296936035e-01,5.717323422431945801e-01,9.869607090950012207e-01,2.009794116020202637e-01,1.727887690067291260e-01,9.035400152206420898e-01,7.161195874214172363e-01
6.632780432701110840e-01,1.962324380874633789e-01,1.000000000000000000e+00,2.139166593551635742e-01,1.811397224664688110e-01,8.672674894332885742e-01,7.804328799247741699e-01
6.927035450935363770e-01,3.707481324672698975e-01,9.953380823135375977e-01,1.685880869626998901e-01,1.567885875701904297e-01,7.199679613113403320e-01,6.266862154006958008e-01
6.727684140205383301e-01,0.000000000000000000e+00,7.962084412574768066e-01,7.211328148841857910e-01,1.659903675317764282e-01,9.375559687614440918e-01,2.598241865634918213e-01
6.358780264854431152e-01,0.000000000000000000e+00,8.056041002273559570e-01,8.813097327947616577e-02,1.748548001050949097e-01,7.539772391319274902e-01,6.692076325416564941e-01
6.465331315994262695e-01,4.810454249382019043e-01,8.008925318717956543e-01,5.680409446358680725e-02,4.214483499526977539e-01,6.543903946876525879e-01,5.062277317047119141e-01
6.158781051635742188e-01,7.873576879501342773e-01,7.920942306518554688e-01,2.913805842399597168e-01,1.883910447359085083e-01,9.998762607574462891e-01,3.775889575481414795e-01
6.217848062515258789e-01,3.443189561367034912e-01,3.711734116077423096e-01,1.928243190050125122e-01,4.129173159599304199e-01,9.669587612152099609e-01,6.243613958358764648e-01
6.064984202384948730e-01,3.224011361598968506e-01,6.048380136489868164e-01,2.302847951650619507e-01,7.436506450176239014e-02,7.004220485687255859e-01,7.773338556289672852e-01
5.805071592330932617e-01,4.935564845800399780e-02,7.701968550682067871e-01,4.298659861087799072e-01,6.778776645660400391e-02,9.893414378166198730e-01,5.028141736984252930e-01
5.305694937705993652e-01,2.791065275669097900e-01,9.183051586151123047e-01,7.027117908000946045e-02,4.160587191581726074e-01,6.947389841079711914e-01,7.495408058166503906e-01
5.413643717765808105e-01,4.120211303234100342e-01,4.692735671997070312e-01,7.156344503164291382e-02,9.223081171512603760e-02,8.705638051033020020e-01,4.869155585765838623e-01
5.339044332504272461e-01,1.899426057934761047e-02,6.947209239006042480e-01,3.557990193367004395e-01,5.220944881439208984e-01,7.704397439956665039e-01,7.749369144439697266e-01
5.828140974044799805e-01,3.074465394020080566e-01,8.057741522789001465e-01,2.079822272062301636e-01,4.219173192977905273e-01,9.379007220268249512e-01,9.956374168395996094e-01
6.151202917098999023e-01,2.120779901742935181e-01,7.419776916503906250e-01,2.119321674108505249e-01,3.537593483924865723e-01,8.547875881195068359e-01,1.330979943275451660e+00
6.075177788734436035e-01,5.789536982774734497e-02,7.312593460083007812e-01,1.659740805625915527e-01,4.581428170204162598e-01,5.654245615005493164e-01,8.544262051582336426e-01
5.641493797302246094e-01,1.945012360811233521e-01,7.001731991767883301e-01,1.864202171564102173e-01,3.038909137248992920e-01,8.583073616027832031e-01,1.502710461616516113e+00
