evaluation,mape
2.000000000000000000e+00,9.720823077524749500e-01
1.000000000000000000e+01,9.583359068579956341e-01
2.000000000000000000e+01,9.436837221736182890e-01
3.000000000000000000e+01,9.539988263710160732e-01
4.000000000000000000e+01,8.908132647884069444e-01
5.000000000000000000e+01,5.007513213322328793e-01
6.000000000000000000e+01,2.371384284879830828e-01
7.000000000000000000e+01,1.346452056948730380e-01
8.000000000000000000e+01,1.725447499557198339e-01
9.000000000000000000e+01,1.421304499583126157e-01
1.000000000000000000e+02,1.325931931577102041e-01
