evaluation,mape
2.000000000000000000e+00,7.242617540443195834e-01
1.000000000000000000e+01,5.777872816363902597e-01
2.000000000000000000e+01,4.949637465653242696e-01
3.000000000000000000e+01,2.313061473853910421e-01
4.000000000000000000e+01,9.034417432402605530e-02
5.000000000000000000e+01,9.258628799437758350e-02
6.000000000000000000e+01,7.882166137010719609e-02
7.000000000000000000e+01,5.674598220199347787e-02
8.000000000000000000e+01,5.578216072076454257e-02
9.000000000000000000e+01,5.527985754293413684e-02
1.000000000000000000e+02,5.091567396494160735e-02
