controllable,environmental,output
-6.496109485626220703e+00,-1.581874370574951172e+00,-3.839320755004882812e+01
-6.496194839477539062e+00,-4.402603149414062500e+00,-4.072641372680664062e+01
-6.496105670928955078e+00,4.049090147018432617e-01,-3.775172424316406250e+01
-6.496091365814208984e+00,-3.308620214462280273e+00,-3.912750244140625000e+01
-6.496199607849121094e+00,-7.389416694641113281e+00,-4.356478500366210938e+01
-6.496105194091796875e+00,-6.363437771797180176e-01,-3.793154144287109375e+01
-6.496200084686279297e+00,-5.275434017181396484e+00,-4.060927200317382812e+01
-6.496198177337646484e+00,-5.815813541412353516e+00,-4.328585433959960938e+01
-6.496087074279785156e+00,-2.918524026870727539e+00,-3.869057846069335938e+01
-6.496195316314697266e+00,-6.691308021545410156e+00,-4.221580505371093750e+01
-6.496200084686279297e+00,-8.672473907470703125e+00,-4.497844314575195312e+01
-6.496166706085205078e+00,1.801372766494750977e-01,-3.779601669311523438e+01
-6.496185302734375000e+00,1.297118544578552246e+00,-3.772190093994140625e+01
-6.496197700500488281e+00,-1.343068122863769531e+00,-3.814875411987304688e+01
-6.496196269989013672e+00,-5.030359268188476562e+00,-3.999325942993164062e+01
-6.496177196502685547e+00,1.044558882713317871e+00,-3.771539306640625000e+01
-6.496138095855712891e+00,-8.335393905639648438e+00,-4.723195648193359375e+01
-6.496188640594482422e+00,-2.177091598510742188e+00,-3.892943572998046875e+01
-6.496197700500488281e+00,-8.034569740295410156e+00,-4.790317153930664062e+01
-6.496198177337646484e+00,-6.272489070892333984e+00,-4.375690078735351562e+01
-6.496102333068847656e+00,-3.695159852504730225e-01,-3.791446304321289062e+01
-6.496198654174804688e+00,-3.737917423248291016e+00,-4.029660415649414062e+01
-6.496196746826171875e+00,-7.212079524993896484e+00,-4.238087081909179688e+01
-6.496177196502685547e+00,-4.036978721618652344e+00,-4.088131713867187500e+01
-6.496181488037109375e+00,-2.550630569458007812e+00,-3.883477020263671875e+01
