evaluation,mape
2.000000000000000000e+00,8.185299320997336814e-01
1.000000000000000000e+01,7.972569440798810136e-01
2.000000000000000000e+01,7.493410989148062695e-01
3.000000000000000000e+01,7.275994132673849757e-01
4.000000000000000000e+01,5.084827483950609128e-01
5.000000000000000000e+01,4.322564161601924471e-01
6.000000000000000000e+01,2.964215914695416121e-01
7.000000000000000000e+01,2.214382116349070395e-01
8.000000000000000000e+01,1.491523346656884741e-01
9.000000000000000000e+01,1.094231924900093827e-01
1.000000000000000000e+02,1.031240778375524803e-01
