evaluation,mape
2.000000000000000000e+00,4.840005547061176916e-01
1.000000000000000000e+01,3.128095121784848498e-01
2.000000000000000000e+01,2.603727369224952959e-01
3.000000000000000000e+01,1.515605644812093311e-01
4.000000000000000000e+01,1.459140027544293672e-01
5.000000000000000000e+01,1.367804152112525595e-01
6.000000000000000000e+01,9.413340265087667691e-02
7.000000000000000000e+01,2.544381385000276177e-02
8.000000000000000000e+01,2.759394697514216607e-02
9.000000000000000000e+01,2.810959717538709726e-02
1.000000000000000000e+02,2.846111756919774902e-02
