evaluation,mape
2.000000000000000000e+00,8.509537025039051183e-01
1.000000000000000000e+01,7.274186744072619337e-01
2.000000000000000000e+01,6.171982827520497983e-01
3.000000000000000000e+01,4.771720553285268007e-01
4.000000000000000000e+01,3.373603120929659083e-01
5.000000000000000000e+01,3.086818052876412199e-01
6.000000000000000000e+01,2.706748669195977453e-01
7.000000000000000000e+01,2.477060994104127445e-01
8.000000000000000000e+01,2.081840204750624590e-01
9.000000000000000000e+01,1.935752789634503923e-01
1.000000000000000000e+02,4.042153658162925267e-02
