evaluation,mape
2.000000000000000000e+00,8.122167563488135178e-01
1.000000000000000000e+01,6.192365500818817203e-01
2.000000000000000000e+01,3.431462547467677981e-01
3.000000000000000000e+01,2.774308341741551498e-01
4.000000000000000000e+01,2.551837233689176476e-01
5.000000000000000000e+01,2.205291391501575105e-01
6.000000000000000000e+01,2.135707096028053031e-01
7.000000000000000000e+01,2.018215252046500208e-01
8.000000000000000000e+01,1.599603607338047073e-01
9.000000000000000000e+01,9.170798649794044410e-02
1.000000000000000000e+02,8.078977519293496778e-02
