evaluation,mape
2.000000000000000000e+00,6.459791172461986086e-01
1.000000000000000000e+01,6.324697533617232859e-01
2.000000000000000000e+01,7.015608117318674619e-01
3.000000000000000000e+01,2.725029472788579321e-01
4.000000000000000000e+01,2.752756999411578587e-01
5.000000000000000000e+01,2.710525652939047014e-01
6.000000000000000000e+01,2.188196485151219783e-01
7.000000000000000000e+01,2.225496239883724692e-01
8.000000000000000000e+01,2.244267249970777478e-01
9.000000000000000000e+01,2.159563101406360708e-01
1.000000000000000000e+02,2.152888282612169246e-01
