evaluation,mape
2.000000000000000000e+00,7.493246037427543360e-01
1.000000000000000000e+01,3.935362423710613844e-01
2.000000000000000000e+01,3.816451310449038847e-01
3.000000000000000000e+01,3.078455809056090398e-01
4.000000000000000000e+01,2.414209348002170907e-01
5.000000000000000000e+01,1.722630773735494281e-01
6.000000000000000000e+01,1.318459461861156146e-01
7.000000000000000000e+01,9.810274278701655581e-02
8.000000000000000000e+01,9.170832244100748931e-02
9.000000000000000000e+01,8.774611467015222543e-02
1.000000000000000000e+02,8.283896906340805499e-02
