evaluation,mape
2.000000000000000000e+00,6.520540066806789214e-01
1.000000000000000000e+01,2.357483236647937852e-01
2.000000000000000000e+01,1.892878066211166888e-01
3.000000000000000000e+01,1.723191688611404315e-01
4.000000000000000000e+01,7.002066022764777409e-02
5.000000000000000000e+01,5.851670382866604875e-02
6.000000000000000000e+01,4.998777444346986371e-02
7.000000000000000000e+01,2.333367092831553982e-02
8.000000000000000000e+01,1.256171587100108657e-02
9.000000000000000000e+01,7.759792948172218423e-03
1.000000000000000000e+02,6.336275479319444098e-03
