evaluation,mape
2.000000000000000000e+00,9.340389413144456476e-01
1.000000000000000000e+01,6.919193624079941207e-01
2.000000000000000000e+01,6.488314850414284018e-01
3.000000000000000000e+01,6.348695193686592075e-01
4.000000000000000000e+01,6.389520280256832940e-01
5.000000000000000000e+01,5.958322868088720137e-01
6.000000000000000000e+01,5.630311396379191757e-01
7.000000000000000000e+01,5.599644153058167539e-01
8.000000000000000000e+01,5.583356234148770803e-01
9.000000000000000000e+01,5.574263900829111718e-01
1.000000000000000000e+02,5.181917516595647699e-01
