evaluation,mape
2.000000000000000000e+00,8.248124668105601964e-01
1.000000000000000000e+01,2.526424896615140359e-01
2.000000000000000000e+01,1.190715056266129918e-01
3.000000000000000000e+01,8.652097998592295225e-02
4.000000000000000000e+01,5.814545446364823011e-02
5.000000000000000000e+01,4.994288705304592707e-02
6.000000000000000000e+01,4.834401814399726799e-02
7.000000000000000000e+01,4.670112978588955577e-02
8.000000000000000000e+01,3.866671385568227343e-02
9.000000000000000000e+01,3.230684060460536910e-02
1.000000000000000000e+02,3.218649488400566333e-02
