evaluation,mape
2.000000000000000000e+00,8.386089165675292278e-01
1.000000000000000000e+01,5.819110184874493052e-01
2.000000000000000000e+01,5.510798523341946531e-01
3.000000000000000000e+01,5.292419893907533979e-01
4.000000000000000000e+01,5.257582497362340845e-01
5.000000000000000000e+01,5.075027548505396391e-01
6.000000000000000000e+01,5.030354713967737368e-01
7.000000000000000000e+01,5.029556913330701651e-01
8.000000000000000000e+01,5.037819728459939084e-01
9.000000000000000000e+01,5.042256303703005482e-01
1.000000000000000000e+02,5.031975010782641089e-01
