evaluation,mape
2.000000000000000000e+00,7.872728051623721912e-01
1.000000000000000000e+01,6.594842070346906837e-01
2.000000000000000000e+01,6.161444728073620647e-01
3.000000000000000000e+01,6.011642160954684400e-01
4.000000000000000000e+01,5.912332627324409229e-01
5.000000000000000000e+01,5.723521613378033113e-01
6.000000000000000000e+01,5.609951377241078063e-01
7.000000000000000000e+01,5.519948737272657446e-01
8.000000000000000000e+01,5.409772258482299367e-01
9.000000000000000000e+01,5.238377918484692364e-01
1.000000000000000000e+02,5.273659103675419901e-01
