evaluation,mape
2.000000000000000000e+00,9.801239668770361790e-01
1.000000000000000000e+01,8.230332315693698053e-01
2.000000000000000000e+01,4.182666379006705903e-01
3.000000000000000000e+01,1.704683341157768039e-01
4.000000000000000000e+01,8.869711639924149349e-02
5.000000000000000000e+01,1.133242818106400956e-02
6.000000000000000000e+01,1.067828205467055008e-02
7.000000000000000000e+01,8.792598385005005734e-03
8.000000000000000000e+01,6.081921278275736337e-03
9.000000000000000000e+01,4.434810104435422083e-03
1.000000000000000000e+02,2.809893621723606565e-03
