evaluation,mape
2.000000000000000000e+00,9.454162598998455680e-01
1.000000000000000000e+01,7.377832431596612617e-01
2.000000000000000000e+01,6.248647821456079221e-01
3.000000000000000000e+01,1.417374967436412225e-01
4.000000000000000000e+01,1.378004135503343441e-01
5.000000000000000000e+01,1.360917740163625489e-01
6.000000000000000000e+01,1.355116466923764473e-01
7.000000000000000000e+01,4.919383239000055252e-02
8.000000000000000000e+01,4.736219249465732639e-02
9.000000000000000000e+01,3.645372985789117892e-02
1.000000000000000000e+02,2.621591218182604474e-02
