evaluation,mape
2.000000000000000000e+00,4.958506687391081025e-01
1.000000000000000000e+01,2.785166539681219189e-01
2.000000000000000000e+01,2.283548896463333533e-01
3.000000000000000000e+01,1.308813156356846696e-01
4.000000000000000000e+01,1.278410841777500029e-01
5.000000000000000000e+01,1.229703938729906215e-01
6.000000000000000000e+01,9.281549040107200943e-02
7.000000000000000000e+01,3.009301738215024516e-02
8.000000000000000000e+01,3.220582716742905610e-02
9.000000000000000000e+01,3.221658094609256007e-02
1.000000000000000000e+02,3.246669922156510124e-02
