evaluation,mape
2.000000000000000000e+00,8.123300835054279023e-01
1.000000000000000000e+01,6.507117435777758363e-01
2.000000000000000000e+01,3.539750675741345498e-01
3.000000000000000000e+01,2.835072500230039205e-01
4.000000000000000000e+01,2.614687663766334103e-01
5.000000000000000000e+01,2.268232036087253767e-01
6.000000000000000000e+01,2.195641143518226590e-01
7.000000000000000000e+01,2.072402802694853496e-01
8.000000000000000000e+01,1.629140140013063121e-01
9.000000000000000000e+01,9.663560989158838377e-02
1.000000000000000000e+02,8.535793246577874638e-02
