evaluation,mape
2.000000000000000000e+00,8.052560578093879151e-01
1.000000000000000000e+01,6.901654043989691178e-01
2.000000000000000000e+01,6.772774184728376223e-01
3.000000000000000000e+01,6.091868572664616011e-01
4.000000000000000000e+01,5.536910108690248356e-01
5.000000000000000000e+01,3.317775032754288200e-01
6.000000000000000000e+01,3.104201076803980164e-01
7.000000000000000000e+01,2.581043255605715570e-01
8.000000000000000000e+01,2.332801652789474878e-01
9.000000000000000000e+01,2.257773026145006301e-01
1.000000000000000000e+02,2.069916286399470506e-01
