controllable,environmental,output
2.273295534667347795e+00,8.977530221309244496e-01,1.647899212666807500e+00
2.275215148925781250e+00,1.767662286758422852e+00,1.719242930412292480e+00
-7.500000000000000000e+00,5.918364524841308594e-01,1.938111495971679688e+01
-7.429805278778076172e+00,-4.535937309265136719e-01,2.155896949768066406e+01
-7.267614364624023438e+00,-9.727319478988647461e-01,2.610848426818847656e+01
-6.301833629608154297e+00,-1.974533200263977051e-01,3.708108520507812500e+01
-5.104097843170166016e+00,-6.125714182853698730e-01,1.212414932250976562e+01
-6.550543308258056641e+00,-2.102324008941650391e+00,3.883842086791992188e+01
-6.469542980194091797e+00,-2.742919445037841797e+00,3.871060943603515625e+01
-6.463166236877441406e+00,-1.303786635398864746e+00,3.809325790405273438e+01
-6.473502159118652344e+00,-2.412534952163696289e+00,3.889456558227539062e+01
-6.475683212280273438e+00,-2.420580148696899414e+00,3.889331054687500000e+01
-6.482601642608642578e+00,-2.811563014984130859e+00,3.869649887084960938e+01
-6.501858234405517578e+00,-3.816777944564819336e+00,4.049790573120117188e+01
-6.513754844665527344e+00,-4.528531551361083984e+00,4.048848342895507812e+01
-6.504882335662841797e+00,-3.269663095474243164e+00,3.904549407958984375e+01
-6.512986660003662109e+00,-3.841171503067016602e+00,4.054944229125976562e+01
-6.515264511108398438e+00,-3.892266750335693359e+00,4.065669631958007812e+01
-6.519991874694824219e+00,-4.064829349517822266e+00,4.089291763305664062e+01
-6.518363475799560547e+00,-3.035029411315917969e+00,3.872522735595703125e+01
-6.558835029602050781e+00,-3.746003150939941406e+00,4.023267745971679688e+01
-6.420176506042480469e+00,-4.228388309478759766e+00,4.079663467407226562e+01
-6.427768707275390625e+00,-3.858947277069091797e+00,4.049380111694335938e+01
-6.437716007232666016e+00,-2.523530006408691406e+00,3.877642822265625000e+01
-6.428162097930908203e+00,-2.075697660446166992e+00,3.878922271728515625e+01
-6.455213069915771484e+00,-2.553247690200805664e+00,3.879675674438476562e+01
-6.530006885528564453e+00,-3.048768520355224609e+00,3.872086715698242188e+01
-6.399587631225585938e+00,-4.099567413330078125e+00,4.072505950927734375e+01
-6.403461456298828125e+00,-3.812160968780517578e+00,4.030176544189453125e+01
-6.403845787048339844e+00,-3.769087791442871094e+00,4.019514083862304688e+01
-6.406575679779052734e+00,-3.546819210052490234e+00,3.957458496093750000e+01
-6.553632736206054688e+00,-3.964305400848388672e+00,4.071892547607421875e+01
-6.396936416625976562e+00,-2.838663339614868164e+00,3.848149490356445312e+01
-6.347058773040771484e+00,-2.294509649276733398e+00,3.845980453491210938e+01
-6.536663055419921875e+00,-9.046768546104431152e-01,3.791131210327148438e+01
