evaluation,mape
2.000000000000000000e+00,8.221305312684191735e-01
1.000000000000000000e+01,5.643236872701965501e-01
2.000000000000000000e+01,2.236218597660097618e-01
3.000000000000000000e+01,1.711809923944564438e-01
4.000000000000000000e+01,1.492249906148389593e-01
5.000000000000000000e+01,7.502683916534130804e-02
6.000000000000000000e+01,5.792100160211854920e-02
7.000000000000000000e+01,3.262725976036656705e-02
8.000000000000000000e+01,3.189661846358217423e-02
9.000000000000000000e+01,3.161553404524663352e-02
1.000000000000000000e+02,3.193971117327368270e-02
