evaluation,mape
2.000000000000000000e+00,8.262132363465106710e-01
1.000000000000000000e+01,8.056780178008986493e-01
2.000000000000000000e+01,7.258878225459066691e-01
3.000000000000000000e+01,6.297450036556148101e-01
4.000000000000000000e+01,4.712187538032318046e-01
5.000000000000000000e+01,3.666057289173486611e-01
6.000000000000000000e+01,2.443494037922564754e-01
7.000000000000000000e+01,1.633358746536797967e-01
8.000000000000000000e+01,8.919223638822751377e-02
9.000000000000000000e+01,4.570569886926669628e-02
1.000000000000000000e+02,4.301633279850643893e-02
