controllable,environmental,output
-6.496198654174804688e+00,8.522027015686035156e+00,-4.289746856689453125e+01
-6.496113300323486328e+00,5.956204891204833984e+00,-4.077851104736328125e+01
-6.496190071105957031e+00,6.654243469238281250e+00,-4.024710083007812500e+01
-6.496199131011962891e+00,5.664154529571533203e+00,-4.008999252319335938e+01
-6.496196269989013672e+00,4.834946155548095703e+00,-3.869485855102539062e+01
-6.496086597442626953e+00,6.126300811767578125e+00,-4.093633651733398438e+01
-6.496175765991210938e+00,3.349646091461181641e+00,-3.815435028076171875e+01
-6.496193885803222656e+00,8.736348152160644531e+00,-4.206169509887695312e+01
-6.496164798736572266e+00,9.512991905212402344e+00,-4.460183715820312500e+01
-6.496095657348632812e+00,6.881292819976806641e+00,-3.995141601562500000e+01
-6.496167182922363281e+00,4.336222171783447266e+00,-3.892991256713867188e+01
-6.496190071105957031e+00,2.561102151870727539e+00,-3.792921066284179688e+01
-6.496119499206542969e+00,2.045177698135375977e+00,-3.785147476196289062e+01
-6.496168136596679688e+00,8.134614944458007812e+00,-4.393796920776367188e+01
-6.496199131011962891e+00,7.991739749908447266e+00,-4.382530593872070312e+01
-6.496084213256835938e+00,5.210961818695068359e+00,-3.894084167480468750e+01
-6.496197223663330078e+00,3.821150302886962891e+00,-3.867189025878906250e+01
-6.496197700500488281e+00,9.782221794128417969e+00,-4.681375503540039062e+01
-6.496195793151855469e+00,4.597511768341064453e+00,-3.880662155151367188e+01
-6.496198654174804688e+00,7.440836429595947266e+00,-4.136485671997070312e+01
-6.496101379394531250e+00,3.076133728027343750e+00,-3.798849868774414062e+01
-6.496199131011962891e+00,7.177606105804443359e+00,-4.028131866455078125e+01
-6.496197223663330078e+00,9.148573875427246094e+00,-4.208718109130859375e+01
-6.496189594268798828e+00,4.083060741424560547e+00,-3.889337158203125000e+01
-6.496084690093994141e+00,2.368093013763427734e+00,-3.791428756713867188e+01
