evaluation,mape
2.000000000000000000e+00,9.380401494151549002e-01
1.000000000000000000e+01,8.342824580514840438e-01
2.000000000000000000e+01,7.477457218872457512e-01
3.000000000000000000e+01,6.849691282660590463e-01
4.000000000000000000e+01,6.759941409989638217e-01
5.000000000000000000e+01,4.291869966487691368e-01
6.000000000000000000e+01,1.557234756540275822e-01
7.000000000000000000e+01,1.407298142668426955e-01
8.000000000000000000e+01,1.385315863749382315e-01
9.000000000000000000e+01,1.405340878054923415e-01
1.000000000000000000e+02,1.396800001952218651e-01
