evaluation,mape
2.000000000000000000e+00,9.319229157770939631e-01
1.000000000000000000e+01,6.856505918788780019e-01
2.000000000000000000e+01,6.477540137992785496e-01
3.000000000000000000e+01,6.417223514477937707e-01
4.000000000000000000e+01,5.327609360709080200e-01
5.000000000000000000e+01,2.747796103943214718e-01
6.000000000000000000e+01,2.220136745340670348e-01
7.000000000000000000e+01,2.021676527871642537e-01
8.000000000000000000e+01,1.918008703882967680e-01
9.000000000000000000e+01,1.756732052353089935e-01
1.000000000000000000e+02,7.981146374808018029e-02
