controllable,environmental,output
-6.496141910552978516e+00,-3.402154207229614258e+00,-3.934880828857421875e+01
-6.496198654174804688e+00,-4.829844474792480469e+00,-3.998763275146484375e+01
-6.496169090270996094e+00,-7.019533634185791016e+00,-4.173860931396484375e+01
-6.496199131011962891e+00,-7.759266853332519531e+00,-4.665223693847656250e+01
-6.496164798736572266e+00,1.491226792335510254e+00,-3.773768234252929688e+01
-6.496198654174804688e+00,6.681776046752929688e-01,-3.772385787963867188e+01
-6.496195316314697266e+00,1.698173880577087402e-01,-3.779842758178710938e+01
-6.496198654174804688e+00,-5.381014823913574219e+00,-4.106788635253906250e+01
-6.496195316314697266e+00,-7.398633480072021484e+00,-4.363796234130859375e+01
-6.496123790740966797e+00,-5.782656192779541016e+00,-4.314351272583007812e+01
-6.496178150177001953e+00,-4.046104907989501953e+00,-4.088983154296875000e+01
-6.496191501617431641e+00,-3.666497945785522461e+00,-4.009672927856445312e+01
-6.496169090270996094e+00,-8.430881500244140625e-01,-3.794021987915039062e+01
-6.496187210083007812e+00,-4.649979591369628906e+00,-4.025514984130859375e+01
-6.496199131011962891e+00,8.113959431648254395e-01,-3.771768188476562500e+01
-6.496195793151855469e+00,-2.414380788803100586e+00,-3.890502166748046875e+01
-6.496125698089599609e+00,-1.735481619834899902e+00,-3.857442474365234375e+01
-6.496200084686279297e+00,-8.654200553894042969e+00,-4.509667587280273438e+01
-6.496199607849121094e+00,-8.426802635192871094e+00,-4.667930603027343750e+01
-6.496192932128906250e+00,-1.258144855499267578e+00,-3.808356094360351562e+01
-6.496160030364990234e+00,-2.071258783340454102e+00,-3.888699340820312500e+01
-6.496172904968261719e+00,-6.702409744262695312e+00,-4.217612457275390625e+01
-6.496156692504882812e+00,-2.957056045532226562e+00,-3.869835662841796875e+01
-6.496147632598876953e+00,-6.009364604949951172e+00,-4.385600280761718750e+01
-6.496133804321289062e+00,-4.689458608627319336e-01,-3.792412948608398438e+01
