evaluation,mape
2.000000000000000000e+00,7.738094382730669185e-01
1.000000000000000000e+01,6.732927545035047867e-01
2.000000000000000000e+01,6.052462498027806337e-01
3.000000000000000000e+01,5.477350310807256317e-01
4.000000000000000000e+01,5.434360583616747453e-01
5.000000000000000000e+01,5.411354610056120507e-01
6.000000000000000000e+01,5.464623623280417952e-01
7.000000000000000000e+01,5.330096231049934463e-01
8.000000000000000000e+01,5.325153858882791802e-01
9.000000000000000000e+01,5.327199479589685982e-01
1.000000000000000000e+02,5.330211963169595446e-01
