evaluation,mape
2.000000000000000000e+00,6.784661387749213457e-01
1.000000000000000000e+01,2.330957051142245606e-01
2.000000000000000000e+01,1.134689397297426738e-01
3.000000000000000000e+01,8.193920681478260304e-02
4.000000000000000000e+01,6.493811990834069681e-02
5.000000000000000000e+01,4.432796206002726641e-02
6.000000000000000000e+01,3.508213419393986510e-02
7.000000000000000000e+01,2.967898282065906460e-02
8.000000000000000000e+01,2.582323975970577876e-02
9.000000000000000000e+01,2.005341649700322429e-02
1.000000000000000000e+02,1.609725879261001552e-02
