evaluation,mape
2.000000000000000000e+00,7.434644767841221968e-01
1.000000000000000000e+01,2.852468003218614490e-01
2.000000000000000000e+01,2.460193000121935203e-01
3.000000000000000000e+01,1.932206531658603454e-01
4.000000000000000000e+01,8.783747241872698341e-02
5.000000000000000000e+01,8.672254420875268044e-02
6.000000000000000000e+01,3.494014272662970128e-02
7.000000000000000000e+01,3.323264341191906057e-02
8.000000000000000000e+01,2.749312990839797646e-02
9.000000000000000000e+01,2.347069463547768464e-02
1.000000000000000000e+02,2.233029242011936449e-02
