controllable,environmental,output
-3.158216445114434556e+00,-9.670251779440224738e+00,1.995776549995052562e+01
-3.158218383789062500e+00,-8.942366600036621094e+00,1.369901657104492188e+01
-3.158313512802124023e+00,-1.000000000000000000e+01,2.259491729736328125e+01
-3.158691167831420898e+00,-9.296376228332519531e+00,1.542942619323730469e+01
-2.852455854415893555e+00,-9.288331031799316406e+00,1.630839920043945312e+01
-3.642404794692993164e+00,-9.446337699890136719e+00,1.428376007080078125e+01
-2.881130456924438477e+00,-1.000000000000000000e+01,2.350181388854980469e+01
-2.772573709487915039e+00,-1.000000000000000000e+01,2.364189910888671875e+01
-2.658711433410644531e+00,-9.891558647155761719e+00,2.314465332031250000e+01
-2.640499353408813477e+00,-1.000000000000000000e+01,2.364395523071289062e+01
-1.814555048942565918e+00,-8.966389656066894531e+00,1.169989490509033203e+01
-3.614486455917358398e+00,-8.221712112426757812e+00,1.481295394897460938e+01
-2.679678678512573242e+00,-9.673251152038574219e+00,2.106051635742187500e+01
-2.806514739990234375e+00,-8.646144866943359375e+00,1.592126083374023438e+01
-2.773963928222656250e+00,-8.188253402709960938e+00,1.862080001831054688e+01
-2.667993545532226562e+00,-8.683065414428710938e+00,1.572990131378173828e+01
-2.708986043930053711e+00,-8.109696388244628906e+00,1.876151275634765625e+01
-2.732873678207397461e+00,-6.974643707275390625e+00,1.251774024963378906e+01
-2.700600385665893555e+00,-8.116744041442871094e+00,1.875726318359375000e+01
-2.704771280288696289e+00,-7.687936305999755859e+00,1.693015861511230469e+01
-2.702191114425659180e+00,-7.727329254150390625e+00,1.724029541015625000e+01
-2.692061185836791992e+00,-7.909589767456054688e+00,1.836302947998046875e+01
-2.680454730987548828e+00,-8.679386138916015625e+00,1.575696563720703125e+01
-2.709787368774414062e+00,-9.305004119873046875e+00,1.658810043334960938e+01
-2.742456436157226562e+00,-9.914032936096191406e+00,2.328807449340820312e+01
-2.737352371215820312e+00,-1.000000000000000000e+01,2.366035079956054688e+01
-2.727962493896484375e+00,-9.953674316406250000e+00,2.349628448486328125e+01
-2.723299264907836914e+00,-1.000000000000000000e+01,2.366404724121093750e+01
-2.658632516860961914e+00,-8.610190391540527344e+00,1.620849800109863281e+01
-2.681244134902954102e+00,-8.404718399047851562e+00,1.764485931396484375e+01
-2.710032224655151367e+00,-9.618434906005859375e+00,2.039200210571289062e+01
-2.687030553817749023e+00,-8.658975601196289062e+00,1.588915824890136719e+01
-2.712715387344360352e+00,-9.434412956237792969e+00,1.805156898498535156e+01
-2.738022327423095703e+00,-1.000000000000000000e+01,2.366012191772460938e+01
-2.734895229339599609e+00,-1.000000000000000000e+01,2.366114616394042969e+01
-2.708479166030883789e+00,-9.485787391662597656e+00,1.869529724121093750e+01
-2.724772214889526367e+00,-9.695848464965820312e+00,2.132732200622558594e+01
-2.639129877090454102e+00,-8.232521057128906250e+00,1.849330711364746094e+01
-2.651586532592773438e+00,-7.219436645507812500e+00,1.323030948638916016e+01
-2.673772096633911133e+00,-8.471708297729492188e+00,1.719502639770507812e+01
-2.912404537200927734e+00,-7.405128955841064453e+00,1.428797340393066406e+01
-2.508808374404907227e+00,-7.203701019287109375e+00,1.296794986724853516e+01
-2.722768068313598633e+00,-8.677835464477539062e+00,1.576835060119628906e+01
-2.857270479202270508e+00,-7.995432376861572266e+00,1.853284835815429688e+01
-2.976066112518310547e+00,-7.383774757385253906e+00,1.395723342895507812e+01
-3.004643201828002930e+00,-6.885642528533935547e+00,1.207674980163574219e+01
-2.658953189849853516e+00,-8.231020927429199219e+00,1.850995254516601562e+01
-2.712164163589477539e+00,-9.486852645874023438e+00,1.870866012573242188e+01
-2.716603755950927734e+00,-9.470645904541015625e+00,1.850280380249023438e+01
-2.692842006683349609e+00,-9.118054389953613281e+00,1.515588569641113281e+01
-2.760775804519653320e+00,-9.726906776428222656e+00,2.166367721557617188e+01
-2.552846193313598633e+00,-9.275488853454589844e+00,1.618171119689941406e+01
-2.814601659774780273e+00,-8.206110000610351562e+00,1.853554916381835938e+01
-2.584628105163574219e+00,-7.483750343322753906e+00,1.509872627258300781e+01
-2.574394226074218750e+00,-7.737632274627685547e+00,1.723056602478027344e+01
-2.747176408767700195e+00,-7.722361087799072266e+00,1.719299697875976562e+01
-2.441175460815429688e+00,-6.343609333038330078e+00,1.404462146759033203e+01
-2.053974628448486328e+00,-5.932569026947021484e+00,1.267262649536132812e+01
-2.397724390029907227e+00,-6.971006870269775391e+00,1.205495834350585938e+01
-2.714581966400146484e+00,-6.857113838195800781e+00,1.258980846405029297e+01
-2.399590730667114258e+00,-5.467126369476318359e+00,1.186728858947753906e+01
-2.722270727157592773e+00,-6.523701190948486328e+00,1.371446037292480469e+01
-2.837438344955444336e+00,-5.662230491638183594e+00,1.328615570068359375e+01
-2.739446878433227539e+00,-4.424101829528808594e+00,1.150998115539550781e+01
-2.251029014587402344e+00,-4.371431350708007812e+00,1.063147735595703125e+01
-3.140676736831665039e+00,-5.078780174255371094e+00,9.893891334533691406e+00
-2.505810976028442383e+00,-5.447600841522216797e+00,1.202407836914062500e+01
-2.498796224594116211e+00,-5.362606525421142578e+00,1.159159469604492188e+01
-2.642387390136718750e+00,-6.076558113098144531e+00,1.473486328125000000e+01
-2.043345212936401367e+00,-4.881174564361572266e+00,8.883100509643554688e+00
-2.775524377822875977e+00,-5.168850898742675781e+00,1.105660247802734375e+01
-2.724060535430908203e+00,-5.257279396057128906e+00,1.136437320709228516e+01
-2.674364805221557617e+00,-5.760787487030029297e+00,1.386455917358398438e+01
-2.691138267517089844e+00,-5.188363552093505859e+00,1.113667774200439453e+01
-2.703938245773315430e+00,-4.712567806243896484e+00,1.096859550476074219e+01
-2.610350370407104492e+00,-5.661601066589355469e+00,1.332873344421386719e+01
-2.565167188644409180e+00,-4.905378818511962891e+00,1.066762828826904297e+01
-3.332054615020751953e+00,-3.932005405426025391e+00,9.586265563964843750e+00
-2.763927459716796875e+00,-5.038374423980712891e+00,1.080979156494140625e+01
-2.646284818649291992e+00,-6.362205028533935547e+00,1.431465339660644531e+01
