evaluation,mape
2.000000000000000000e+00,8.246141381447084084e-01
1.000000000000000000e+01,7.856328646811544525e-01
2.000000000000000000e+01,7.338159842590187276e-01
3.000000000000000000e+01,7.036543230583319763e-01
4.000000000000000000e+01,6.449038993416230658e-01
5.000000000000000000e+01,6.067517386765874932e-01
6.000000000000000000e+01,5.502185834267860898e-01
7.000000000000000000e+01,5.146221921165177182e-01
8.000000000000000000e+01,3.301379444470372015e-01
9.000000000000000000e+01,2.772967346786802123e-01
1.000000000000000000e+02,2.687793460416456615e-01
