evaluation,mape
2.000000000000000000e+00,9.399088094094595336e-01
1.000000000000000000e+01,8.304173291068656093e-01
2.000000000000000000e+01,8.082957086998630025e-01
3.000000000000000000e+01,7.743323882212500564e-01
4.000000000000000000e+01,7.787718650265538223e-01
5.000000000000000000e+01,6.458244178557124293e-01
6.000000000000000000e+01,4.700960010171535419e-01
7.000000000000000000e+01,4.600299873330450651e-01
8.000000000000000000e+01,4.559160360622081520e-01
9.000000000000000000e+01,4.355363992978217857e-01
1.000000000000000000e+02,3.676073910901399011e-01
