evaluation,mae
2.000000000000000000e+00,3.761608137607574776e+01
1.000000000000000000e+01,1.865628316879272575e+01
2.000000000000000000e+01,1.692143825531005774e+01
3.000000000000000000e+01,1.681180971145629854e+01
4.000000000000000000e+01,1.223184429168701115e+01
5.000000000000000000e+01,9.353278541564941762e+00
6.000000000000000000e+01,2.782342834472656179e+00
7.000000000000000000e+01,2.578098831176757866e+00
8.000000000000000000e+01,2.071605529785156108e+00
9.000000000000000000e+01,6.200142669677733975e-01
1.000000000000000000e+02,4.366047668457031516e-01
