evaluation,mae
2.000000000000000000e+00,3.002075201034545771e+01
1.000000000000000000e+01,2.265578638076782170e+01
2.000000000000000000e+01,1.076168729782104450e+01
3.000000000000000000e+01,4.306772346496582138e+00
4.000000000000000000e+01,2.038969459533691353e+00
5.000000000000000000e+01,1.888526115417480389e+00
6.000000000000000000e+01,1.464211502075195348e+00
7.000000000000000000e+01,1.150421829223632786e+00
8.000000000000000000e+01,7.170383453369140181e-01
9.000000000000000000e+01,5.546923065185547230e-01
1.000000000000000000e+02,4.283720397949218883e-01
