evaluation,mae
2.000000000000000000e+00,3.426899374008178967e+01
1.000000000000000000e+01,2.734004830360412441e+01
2.000000000000000000e+01,2.672101789474487177e+01
3.000000000000000000e+01,2.366949346542358512e+01
4.000000000000000000e+01,1.528188312530517656e+01
5.000000000000000000e+01,1.284727500915527365e+01
6.000000000000000000e+01,1.201595127105712812e+01
7.000000000000000000e+01,1.043374271392822195e+01
8.000000000000000000e+01,9.496381072998046236e+00
9.000000000000000000e+01,9.173504371643065980e+00
1.000000000000000000e+02,8.373627967834472940e+00
