evaluation,mae
2.000000000000000000e+00,2.610683164596557759e+01
1.000000000000000000e+01,2.389481630325317241e+01
2.000000000000000000e+01,2.309042980194091754e+01
3.000000000000000000e+01,2.272926958084106275e+01
4.000000000000000000e+01,2.279985464096069236e+01
5.000000000000000000e+01,9.276655998229980327e+00
6.000000000000000000e+01,3.324417152404785192e+00
7.000000000000000000e+01,3.217510452270508026e+00
8.000000000000000000e+01,2.886365547180175906e+00
9.000000000000000000e+01,2.721036186218261932e+00
1.000000000000000000e+02,2.274799270629882741e+00
