evaluation,mae
2.000000000000000000e+00,2.800399801254272347e+01
1.000000000000000000e+01,2.754596164703369254e+01
2.000000000000000000e+01,2.759597885131836037e+01
3.000000000000000000e+01,1.410346998214721737e+01
4.000000000000000000e+01,1.408106069564819407e+01
5.000000000000000000e+01,1.467491016387939418e+01
6.000000000000000000e+01,1.245966112136840742e+01
7.000000000000000000e+01,1.199776107788085966e+01
8.000000000000000000e+01,1.216307430267334055e+01
9.000000000000000000e+01,1.216609029769897532e+01
1.000000000000000000e+02,1.253845863342285227e+01
