evaluation,mae
2.000000000000000000e+00,3.233895488739013757e+01
1.000000000000000000e+01,2.352944202423095632e+01
2.000000000000000000e+01,2.315484380722045898e+01
3.000000000000000000e+01,2.202859725952148295e+01
4.000000000000000000e+01,7.118542976379394815e+00
5.000000000000000000e+01,3.518961410522460920e+00
6.000000000000000000e+01,3.070851135253906072e+00
7.000000000000000000e+01,2.857681045532226349e+00
8.000000000000000000e+01,2.205893096923828178e+00
9.000000000000000000e+01,2.029184188842773295e+00
1.000000000000000000e+02,1.941566085815429776e+00
