evaluation,mae
2.000000000000000000e+00,3.386194385528564510e+01
1.000000000000000000e+01,2.897921883583068947e+01
2.000000000000000000e+01,2.469667669296264734e+01
3.000000000000000000e+01,2.341696512222290139e+01
4.000000000000000000e+01,1.939017681121826087e+01
5.000000000000000000e+01,1.482278751373291037e+01
6.000000000000000000e+01,1.213228866577148501e+01
7.000000000000000000e+01,1.090032894134521513e+01
8.000000000000000000e+01,1.065334337234497042e+01
9.000000000000000000e+01,1.041897611618042063e+01
1.000000000000000000e+02,7.979427757263183985e+00
